ID,region,status,Case Number Full,Consulate,221g Date,End of 221g Date,solvedInDays,How Many Days in AP
2941,AS,Issued,2023AS11175,SGP,2023-Feb-01,2023-Mar-08,35,35
2570,AS,Refused,2023AS11348,AMM,2023-Feb-01,2023-Mar-01,28,28
1190,AS,Refused221g,2023AS11696,AMM,2023-Feb-01,,,213
3367,AS,Issued,2023AS12020,SGP,2023-Feb-01,2023-Mar-17,44,44
1996,AS,Issued,2023AS12109,HNK,2023-Feb-03,2023-Feb-17,14,14
2574,AS,Issued,2023AS12128,SGP,2023-Feb-01,2023-Mar-02,29,29
6469,AS,Issued,2023AS13024,BMB,2023-Feb-03,2023-May-03,89,89
5148,AS,Refused,2023AS13074,AMM,2023-Feb-01,2023-Apr-13,71,71
1196,AS,Refused221g,2023AS15140,JRS,2023-Feb-01,,,213
1197,EU,Issued,2023EU2115,WRW,2023-01-01,2023-Feb-01,30,30
1198,EU,Issued,2023EU2189,BKK,2023-01-01,2023-Feb-01,30,30
4200,EU,Issued,2023EU2207,ANK,2023-Feb-03,2023-Mar-30,55,55
4201,EU,Issued,2023EU2220,ANK,2023-Feb-03,2023-Mar-31,56,56
1201,EU,Issued,2023EU2379,THT,2023-01-01,2023-Feb-01,30,30
3402,EU,AP,2023EU2396,ANK,2023-Mar-17,,,169
1204,EU,Refused,2023EU2482,YRV,2023-01-01,2023-Feb-03,32,32
1652,EU,Issued,2023EU2882,ATA,2023-Feb-02,2023-Feb-09,7,7
4625,EU,AP,2023EU3713,ANK,2023-Feb-03,2023-Apr-07,63,63
14817,EU,Issued,2023EU4058,ANK,2023-Feb-03,2023-Aug-31,209,209
7137,EU,Issued,2023EU4280,ANK,2023-Feb-03,2023-May-12,98,98
14077,EU,Issued,2023EU4305,THT,2023-Feb-02,2023-Aug-18,197,197
1658,EU,Issued,2023EU4658,WRW,2023-Feb-01,2023-Feb-07,6,6
3411,EU,Issued,2023EU4785,WRW,2023-Jan-31,2023-Mar-17,45,45
1212,EU,Issued,2023EU4819,THT,2023-01-01,2023-Jan-31,29,29
1213,EU,Refused221g,2023EU5061,WRW,2023-Feb-03,,,211
2031,EU,Issued,2023EU5396,AMS,2023-Feb-01,2023-Feb-17,16,16
3822,EU,AP,2023EU5747,JRS,2023-Feb-01,2023-Mar-24,51,51
1217,EU,Refused,2023EU5864,THT,2023-01-01,2023-Feb-02,31,31
1662,EU,Issued,2023EU6170,WRW,2023-Feb-03,2023-Feb-07,4,4
1221,EU,Refused221g,2023EU6351,WRW,2023-Feb-01,,,213
1222,EU,Issued,2023EU6381,WRW,2023-Feb-02,,,212
7143,EU,AP,2023EU6478,THT,2023-Feb-03,2023-May-12,98,98
5604,EU,Ready,2023EU6525,THT,2023-Jan-30,2023-Apr-20,80,80
6549,EU,Issued,2023EU6557,TIA,2023-Feb-02,2023-May-04,91,91
4651,EU,Issued,2023EU6673,TIA,2023-Feb-02,2023-Apr-06,63,63
11784,EU,Issued,2023EU6719,THT,2023-Jan-30,2023-Jul-20,171,171
2613,EU,AP,2023EU7252,BKK,2023-Jan-30,2023-Mar-02,31,31
2039,EU,Issued,2023EU7349,BLG,2023-Jan-30,2023-Feb-17,18,18
14087,EU,Refused221g,2023EU7388,TIA,2023-Aug-24,,,9
2304,EU,Issued,2023EU7438,THT,2023-Jan-30,2023-Feb-22,23,23
3833,EU,Issued,2023EU7467,WRW,2023-Jan-31,2023-Mar-22,50,50
5211,EU,Issued,2023EU7639,THT,2023-Feb-02,2023-Apr-12,69,69
1673,EU,Issued,2023EU7911,DHB,2023-Feb-01,2023-Feb-10,9,9
7148,EU,Issued,2023EU7934,FRN,2023-Jan-31,2023-May-12,101,101
1240,EU,Refused221g,2023EU7949,BKK,2023-Feb-01,,,213
2045,EU,AP,2023EU8018,THT,2023-Jan-30,2023-Feb-15,16,16
1675,EU,Issued,2023EU8158,WRW,2023-Feb-03,2023-Feb-06,3,3
14091,EU,Refused221g,2023EU8175,TIA,2023-Aug-24,,,9
1245,EU,Issued,2023EU8227,TIA,2023-Feb-03,,,211
2046,EU,Issued,2023EU8249,TIA,2023-Feb-02,2023-Feb-17,15,15
1247,EU,AP,2023EU8312,TIA,2023-Feb-02,,,212
1248,EU,Issued,2023EU8350,RGA,2023-01-01,2023-Jan-31,29,29
3437,EU,AP,2023EU8611,TIA,2023-Feb-02,2023-Mar-17,43,43
5216,EU,Issued,2023EU9098,FRN,2023-Feb-03,2023-Apr-14,70,70
1253,EU,Refused221g,2023EU9396,BKK,2023-Feb-01,,,213
13235,EU,Issued,2023EU9638,AMS,2023-Jan-31,2023-Aug-09,190,190
2057,EU,Issued,2023EU9807,DHB,2023-Feb-01,2023-Feb-16,15,15
4679,EU,Issued,2023EU10083,BKK,2023-Feb-01,2023-Apr-06,64,64
1262,EU,Refused221g,2023EU11127,SYD,2023-Feb-01,,,213
1720,EU,AP,2023EU11623,WRW,2023-Feb-01,2023-Feb-10,9,9
1267,EU,Refused221g,2023EU11891,WRW,2023-Feb-01,,,213
5243,EU,Issued,2023EU13648,FRN,2023-Feb-03,2023-Apr-14,70,70
2329,EU,Issued,2023EU13744,ATA,2023-Feb-02,2023-Feb-23,21,21
1272,EU,Refused221g,2023EU14887,WRW,2023-Feb-02,,,212
9840,OC,Issued,2023OC776,SUV,2023-Feb-02,2023-Jun-16,134,134
1277,SA,Refused221g,2023SA144,HAV,2023-Feb-01,,,213
1750,SA,Issued,2023SA145,LMA,2023-Feb-03,2023-Feb-08,5,5
1751,SA,Issued,2023SA184,HAV,2023-Feb-01,2023-Feb-10,9,9
2087,SA,AP,2023SA202,GYQ,2023-Feb-03,2023-Feb-17,14,14
2088,SA,AP,2023SA219,HAV,2023-Feb-01,2023-Feb-17,16,16
1282,SA,Refused221g,2023SA231,HAV,2023-Feb-01,,,213
3140,SA,Issued,2023SA243,HAV,2023-Feb-01,2023-Mar-10,37,37
3542,SA,Issued,2023SA261,LMA,2023-Feb-03,2023-Mar-16,41,41
1752,SA,Issued,2023SA320,HAV,2023-Feb-01,2023-Feb-10,9,9
1753,SA,Issued,2023SA379,HAV,2023-Feb-01,2023-Feb-09,8,8
3545,SA,AP,2023SA383,HAV,2023-Feb-01,2023-Mar-16,43,43
1754,SA,Issued,2023SA395,LMA,2023-Feb-03,2023-Feb-08,5,5
2089,SA,AP,2023SA414,HAV,2023-Feb-01,2023-Feb-14,13,13
1755,SA,Issued,2023SA525,HAV,2023-Feb-01,2023-Feb-10,9,9
2679,SA,Issued,2023SA605,HAV,2023-Feb-01,2023-Mar-01,28,28
3143,SA,AP,2023SA618,HAV,2023-Feb-01,2023-Mar-10,37,37
2092,SA,AP,2023SA675,HAV,2023-Feb-01,2023-Feb-14,13,13
1758,SA,Issued,2023SA756,HAV,2023-Feb-01,2023-Feb-10,9,9
2681,SA,Issued,2023SA803,HAV,2023-Feb-01,2023-Mar-01,28,28
2093,SA,AP,2023SA808,HAV,2023-Feb-01,2023-Feb-14,13,13
1298,SA,Refused221g,2023SA821,HAV,2023-Feb-01,,,213
1760,SA,AP,2023SA858,HAV,2023-Feb-01,2023-Feb-10,9,9
2343,SA,AP,2023SA872,HAV,2023-Feb-01,2023-Feb-21,20,20
2684,SA,Issued,2023SA887,HAV,2023-Feb-01,2023-Mar-02,29,29
1761,SA,Issued,2023SA922,HAV,2023-Feb-01,2023-Feb-09,8,8
1763,SA,AP,2023SA985,HAV,2023-Feb-01,2023-Feb-10,9,9
3929,SA,AP,2023SA1050,HAV,2023-Feb-01,2023-Mar-24,51,51
1308,SA,Refused,2023SA1076,HAV,2023-Feb-01,,,213
1767,SA,Issued,2023SA1132,HAV,2023-Feb-01,2023-Feb-09,8,8
1770,SA,Issued,2023SA1200,LMA,2023-Feb-03,2023-Feb-08,5,5
1312,SA,Refused221g,2023SA1204,HAV,2023-Feb-01,,,213
2344,SA,AP,2023SA1242,HAV,2023-Feb-01,2023-Feb-21,20,20
1771,SA,Issued,2023SA1253,LMA,2023-Feb-03,2023-Feb-08,5,5
1315,SA,Refused221g,2023SA1262,HAV,2023-Feb-01,,,213
1772,SA,AP,2023SA1276,HAV,2023-Feb-01,2023-Feb-10,9,9
1773,SA,Issued,2023SA1278,LMA,2023-Feb-03,2023-Feb-08,5,5
1318,SA,Refused221g,2023SA1282,HAV,2023-Feb-01,,,213
1774,SA,Issued,2023SA1283,LMA,2023-Feb-03,2023-Feb-08,5,5
1775,SA,Issued,2023SA1303,BNS,2023-Feb-03,2023-Feb-08,5,5
3146,SA,Issued,2023SA1335,HAV,2023-Feb-01,2023-Mar-10,37,37
5771,SA,Issued,2023SA1338,HAV,2023-Feb-01,2023-Apr-19,77,77
3571,SA,Issued,2023SA1341,HAV,2023-Feb-01,2023-Mar-15,42,42
1776,SA,Issued,2023SA1346,LMA,2023-Feb-03,2023-Feb-08,5,5
1777,SA,Issued,2023SA1355,HAV,2023-Feb-01,2023-Feb-09,8,8
1778,SA,Issued,2023SA1365,LMA,2023-Feb-03,2023-Feb-08,5,5
2345,SA,AP,2023SA1372,LMA,2023-Feb-03,2023-Feb-23,20,20
1328,SA,Refused221g,2023SA1392,HAV,2023-Feb-01,,,213
2096,SA,Issued,2023SA1431,HAV,2023-Feb-01,2023-Feb-14,13,13
3150,SA,Issued,2023SA1454,HAV,2023-Feb-01,2023-Mar-10,37,37
3573,SA,AP,2023SA1462,HAV,2023-Feb-01,2023-Mar-13,40,40
2100,SA,AP,2023SA1491,HAV,2023-Feb-01,2023-Feb-17,16,16
3152,SA,Issued,2023SA1498,HAV,2023-Mar-10,,,176
2686,SA,Issued,2023SA1510,HAV,2023-Feb-01,2023-Mar-01,28,28
5774,SA,AP,2023SA1512,HAV,2023-Feb-01,2023-Apr-20,78,78
2347,SA,Issued,2023SA1538,LMA,2023-Feb-03,2023-Feb-23,20,20
1783,SA,Issued,2023SA1540,LMA,2023-Feb-03,2023-Feb-08,5,5
1784,SA,Issued,2023SA1545,LMA,2023-Feb-03,2023-Feb-08,5,5
1339,SA,Refused221g,2023SA1572,HAV,2023-Feb-01,,,213
2348,SA,AP,2023SA1573,HAV,2023-Feb-01,2023-Feb-24,23,23
1785,SA,AP,2023SA1574,HAV,2023-Feb-01,2023-Feb-10,9,9
5351,SA,Issued,2023SA1579,GYQ,2023-Feb-03,2023-Apr-12,68,68
2101,SA,AP,2023SA1587,HAV,2023-Feb-01,2023-Feb-17,16,16
2349,SA,AP,2023SA1603,HAV,2023-Feb-01,2023-Feb-21,20,20
1787,SA,AP,2023SA1619,HAV,2023-Feb-01,2023-Feb-07,6,6
1788,SA,Issued,2023SA1625,HAV,2023-Feb-02,2023-Feb-10,8,8
1789,SA,AP,2023SA1628,HAV,2023-Feb-01,2023-Feb-10,9,9
9856,SA,Issued,2023SA1633,HAV,2023-Feb-01,2023-Jun-15,134,134
1349,SA,AP,2023SA1648,HAV,2023-Feb-01,,,213
3154,SA,AP,2023SA1654,HAV,2023-Feb-02,2023-Mar-09,35,35
1790,SA,Issued,2023SA1660,HAV,2023-Feb-01,2023-Feb-10,9,9
3156,SA,Issued,2023SA1679,LMA,2023-Feb-03,2023-Mar-07,32,32
2103,SA,AP,2023SA1680,HAV,2023-Feb-01,2023-Feb-14,13,13
1792,SA,AP,2023SA1693,HAV,2023-Feb-01,2023-Feb-10,9,9
2105,SA,Issued,2023SA1694,GYQ,2023-Feb-03,2023-Feb-16,13,13
5775,SA,Issued,2023SA1703,HAV,2023-Feb-01,2023-Apr-19,77,77
2107,SA,AP,2023SA1735,HAV,2023-Feb-01,2023-Feb-16,15,15
2108,SA,AP,2023SA1741,HAV,2023-Feb-01,2023-Feb-16,15,15
1793,SA,Issued,2023SA1744,LMA,2023-Feb-03,2023-Feb-08,5,5
1794,SA,Issued,2023SA1765,LMA,2023-Feb-03,2023-Feb-09,6,6
1796,SA,AP,2023SA1790,HAV,2023-Feb-01,2023-Feb-10,9,9
2352,SA,Issued,2023SA1811,HAV,2023-Feb-01,2023-Feb-23,22,22
3157,SA,AP,2023SA1833,HAV,2023-Feb-01,2023-Mar-10,37,37
5779,SA,Issued,2023SA1849,HAV,2023-Feb-01,2023-Apr-19,77,77
1798,SA,Issued,2023SA1866,HAV,2023-Feb-01,2023-Feb-09,8,8
2695,SA,AP,2023SA1883,HAV,2023-Feb-01,2023-Mar-03,30,30
1799,SA,Issued,2023SA1910,LMA,2023-Feb-03,2023-Feb-08,5,5
1800,SA,Issued,2023SA1926,HAV,2023-Feb-01,2023-Feb-10,9,9
1801,SA,Issued,2023SA1934,HAV,2023-Feb-01,2023-Feb-10,9,9
2697,SA,Issued,2023SA1959,HAV,2023-Feb-01,2023-Mar-02,29,29
2698,SA,Issued,2023SA1964,HAV,2023-Feb-01,2023-Mar-02,29,29
3575,SA,Issued,2023SA1977,LMA,2023-Feb-03,2023-Mar-16,41,41
1803,SA,Issued,2023SA2007,LMA,2023-Feb-03,2023-Feb-08,5,5
1804,SA,Issued,2023SA2019,HAV,2023-Feb-01,2023-Feb-10,9,9
2109,SA,AP,2023SA2022,LMA,2023-Feb-03,2023-Feb-17,14,14
1805,SA,Issued,2023SA2066,LMA,2023-Feb-03,2023-Feb-08,5,5
1806,SA,Issued,2023SA2077,HAV,2023-Feb-01,2023-Feb-10,9,9
1807,SA,AP,2023SA2082,LMA,2023-Feb-03,2023-Feb-10,7,7
1808,SA,AP,2023SA2099,HAV,2023-Feb-01,2023-Feb-10,9,9
2354,AF,Issued,2023AF32,KHT,2023-Feb-05,2023-Mar-02,25,25
2355,AF,Issued,2023AF75,KIN,2023-Feb-10,2023-Mar-03,21,21
1382,AF,Refused221g,2023AF970,KHT,2023-Feb-05,,,209
3939,AF,Issued,2023AF1351,NRB,2023-Feb-09,2023-Mar-28,47,47
1385,AF,Refused221g,2023AF2032,NRB,2023-Feb-09,,,205
1386,AF,AP,2023AF2368,CSB,2023-01-01,2023-Feb-10,39,39
6694,AF,Refused,2023AF2528,ALG,2023-Feb-07,2023-May-10,92,92
2366,AF,Issued,2023AF2838,KHT,2023-Feb-05,2023-Mar-02,25,25
1389,AF,Refused221g,2023AF3027,NRB,2023-Feb-10,,,204
2130,AF,AP,2023AF4539,CRO,2023-Feb-06,2023-Feb-23,17,17
13405,AF,Issued,2023AF4616,CRO,2023-Feb-07,2023-Aug-24,198,198
14342,AF,Issued,2023AF4767,CRO,2023-Feb-05,2023-Aug-30,206,206
1833,AF,Issued,2023AF4867,CRO,2023-Feb-09,2023-Feb-15,6,6
2720,AF,Issued,2023AF4892,CRO,2023-Feb-09,2023-Mar-07,26,26
1397,AF,Refused221g,2023AF5012,KIN,2023-Feb-10,,,204
1836,AF,Ready,2023AF5234,KIN,2023-Feb-10,2023-Feb-15,5,5
3956,AF,Issued,2023AF5647,NRB,2023-Feb-07,2023-Mar-28,49,49
1400,AF,Issued,2023AF6217,ALG,2023-01-01,2023-Feb-08,37,37
1401,AF,Issued,2023AF6306,ALG,2023-01-01,2023-Feb-08,37,37
1402,AF,Issued,2023AF6709,CSB,2023-01-01,2023-Feb-06,35,35
13421,AF,Issued,2023AF6858,CRO,2023-Feb-09,2023-Aug-23,195,195
2731,AF,Issued,2023AF6882,KIN,2023-Feb-10,2023-Mar-09,27,27
1848,AF,AP,2023AF6950,CRO,2023-Feb-06,2023-Feb-16,10,10
1406,AF,Refused221g,2023AF7216,KIN,2023-Feb-10,,,204
1407,AF,Refused221g,2023AF7291,KHT,2023-Feb-05,,,209
2390,AF,Issued,2023AF7731,KHT,2023-Feb-05,2023-Mar-02,25,25
1850,AF,Issued,2023AF7863,DKR,2023-Feb-09,2023-Feb-16,7,7
4352,AF,Issued,2023AF8282,DKR,2023-Feb-07,2023-Apr-06,58,58
1853,AF,Refused,2023AF8396,ABD,2023-Feb-09,2023-Feb-16,7,7
2392,AF,Issued,2023AF8645,YDE,2023-Feb-10,2023-Feb-27,17,17
1415,AF,Refused221g,2023AF8704,ADD,2023-Feb-09,,,205
14362,AF,Issued,2023AF8972,KMP,2023-Feb-05,2023-Aug-31,207,207
13429,AF,Issued,2023AF9528,DKR,2023-Feb-09,2023-Aug-22,194,194
1421,AF,Refused221g,2023AF9657,DKR,2023-Feb-09,,,205
2404,AF,Ready,2023AF9692,YDE,2023-Feb-07,2023-Feb-28,21,21
1423,AF,Issued,2023AF9811,CSB,2023-01-01,2023-Feb-07,36,36
1424,AF,Issued,2023AF10097,CSB,2023-01-01,2023-Feb-07,36,36
3201,AF,Issued,2023AF10204,KIN,2023-Feb-10,2023-Mar-15,33,33
1426,AF,Refused221g,2023AF10424,KIN,2023-Feb-10,,,204
13432,AF,Issued,2023AF10494,DJI,2023-Feb-09,2023-Aug-24,196,196
3204,AF,Ready,2023AF10507,RID,2023-Feb-09,2023-Mar-16,35,35
2408,AF,Ready,2023AF10600,RID,2023-Feb-08,2023-Mar-02,22,22
1431,AF,Refused221g,2023AF10849,SYD,2023-Feb-10,,,204
14371,AF,Issued,2023AF10966,DKR,2023-Feb-08,2023-Aug-29,202,202
3985,AF,Issued,2023AF11067,ALG,2023-Feb-07,2023-Mar-27,48,48
1437,AF,Issued,2023AF11706,CSB,2023-01-01,2023-Feb-07,36,36
2753,AF,Issued,2023AF12181,CSB,2023-Feb-10,2023-Mar-06,24,24
1439,AF,Issued,2023AF12237,MTL,2023-Feb-08,,,206
2756,AF,Issued,2023AF12357,ALG,2023-Feb-06,2023-Mar-08,30,30
1443,AF,Refused221g,2023AF12518,CSB,2023-Feb-09,,,205
1444,AF,Refused221g,2023AF12533,KIN,2023-Feb-10,,,204
1445,AF,Refused221g,2023AF12638,DJI,2023-Feb-07,,,207
1446,AF,Refused221g,2023AF12821,YDE,2023-Feb-07,,,207
2761,AF,Issued,2023AF13053,ALG,2023-Feb-07,2023-Mar-08,29,29
1450,AF,Refused221g,2023AF13549,KIN,2023-Feb-10,,,204
1451,AF,Refused221g,2023AF13560,KIN,2023-Feb-10,,,204
3618,AF,Ready,2023AF13722,MTL,2023-Feb-10,2023-Mar-24,42,42
4394,AF,Issued,2023AF14787,CSB,2023-Feb-07,2023-Apr-03,55,55
2170,AF,AP,2023AF14855,CSB,2023-Feb-10,2023-Feb-24,14,14
1875,AF,Issued,2023AF15259,CSB,2023-Feb-07,2023-Feb-15,8,8
1876,AF,AP,2023AF15291,CSB,2023-Feb-10,2023-Feb-17,7,7
8886,AF,Issued,2023AF15470,YDE,2023-Feb-10,2023-Jun-08,118,118
1462,AF,Refused221g,2023AF16054,LUA,2023-Feb-09,,,205
4005,AF,Issued,2023AF16090,YDE,2023-Feb-07,2023-Mar-28,49,49
2438,AF,Issued,2023AF16192,KIN,2023-Feb-10,2023-Mar-03,21,21
3624,AF,Issued,2023AF16277,ABJ,2023-Feb-08,2023-Mar-23,43,43
4400,AF,Issued,2023AF16409,YDE,2023-Feb-08,2023-Apr-03,54,54
4008,AF,AP,2023AF16702,DJI,2023-Feb-09,2023-Mar-30,49,49
1892,AF,Issued,2023AF16740,YDE,2023-Feb-08,2023-Feb-16,8,8
3231,AF,Issued,2023AF16930,CSB,2023-Feb-09,2023-Mar-13,32,32
4404,AF,AP,2023AF17450,KIN,2023-Feb-10,2023-Apr-07,56,56
5857,AF,Issued,2023AF17745,KIN,2023-Feb-09,2023-Apr-27,77,77
4014,AF,Issued,2023AF17939,KIN,2023-Feb-09,2023-Mar-30,49,49
13483,AF,Issued,2023AF17973,DJI,2023-Feb-09,2023-Aug-21,193,193
4018,AF,Issued,2023AF18265,CSB,2023-Feb-07,2023-Mar-30,51,51
14395,AF,Issued,2023AF18368,DKR,2023-Feb-08,2023-Sep-01,205,205
3635,AF,Issued,2023AF18374,ABJ,2023-Feb-06,2023-Mar-23,45,45
4924,AF,AP,2023AF18578,YDE,2023-Feb-07,2023-Apr-14,66,66
1486,AF,Refused221g,2023AF18884,DJI,2023-Feb-09,,,205
1487,AF,Refused221g,2023AF18949,DKR,2023-Feb-08,,,206
13495,AF,Issued,2023AF19078,DJI,2023-Feb-09,2023-Aug-24,196,196
9931,AF,Ready,2023AF19292,DKR,2023-Feb-07,2023-Jun-23,136,136
3641,AF,Issued,2023AF19367,DKR,2023-Feb-09,2023-Mar-20,39,39
3642,AF,Issued,2023AF19469,ABJ,2023-Feb-08,2023-Mar-23,43,43
1494,AF,Refused221g,2023AF19500,DKR,2023-Feb-09,,,205
1915,AF,Issued,2023AF19556,YDE,2023-Feb-08,2023-Feb-17,9,9
4025,AF,Issued,2023AF19866,YDE,2023-Feb-07,2023-Mar-31,52,52
1497,AF,Refused221g,2023AF20175,DKR,2023-Feb-09,,,205
7405,AF,AP,2023AF20568,GUZ,2023-Feb-07,2023-May-19,101,101
2467,AF,Issued,2023AF20866,PRS,2023-Feb-08,2023-Mar-03,23,23
5442,AF,Issued,2023AF21206,DKR,2023-Feb-07,2023-Apr-19,71,71
14410,AF,Issued,2023AF21269,DKR,2023-Feb-09,2023-Aug-29,201,201
1504,AF,Refused221g,2023AF21511,DKR,2023-Feb-10,,,204
1505,AF,Refused221g,2023AF21652,DKR,2023-Feb-07,,,207
1926,AF,Issued,2023AF23355,DKR,2023-Feb-08,2023-Feb-16,8,8
1508,AF,Refused,2023AF23402,DKR,2023-Feb-07,,,207
1927,AF,Ready,2023AF23409,KIN,2023-Feb-10,2023-Feb-13,3,3
1511,AF,Refused221g,2023AF23815,FTN,2023-Feb-10,,,204
2820,AF,AP,2023AF24666,TNS,2023-Feb-08,2023-Mar-08,28,28
2480,AF,AP,2023AF24687,TNS,2023-Feb-10,2023-Mar-03,21,21
1514,AF,Refused221g,2023AF25387,TNS,2023-Feb-08,,,206
1515,AF,Refused221g,2023AF25494,DKR,2023-Feb-07,,,207
1931,AF,Issued,2023AF25867,DKR,2023-Feb-07,2023-Feb-16,9,9
5456,AF,Refused,2023AF25930,FRN,2023-Feb-07,2023-Apr-19,71,71
4431,AF,AP,2023AF26170,TNS,2023-Feb-09,2023-Apr-03,53,53
14448,AF,Issued,2023AF26227,DKR,2023-Feb-08,2023-Sep-01,205,205
5458,AF,Ready,2023AF26247,KIN,2023-Feb-10,2023-Apr-21,70,70
1522,AF,Refused221g,2023AF26615,KIN,2023-Feb-10,,,204
2486,AF,Issued,2023AF26742,KIN,2023-Feb-09,2023-Mar-03,22,22
3276,AF,Issued,2023AF27639,FRN,2023-Feb-09,2023-Mar-16,35,35
1525,AF,Refused,2023AF27644,DKR,2023-Feb-07,,,207
1526,AF,Refused221g,2023AF27806,DKR,2023-Feb-07,,,207
12433,AF,Ready,2023AF28682,DKR,2023-Feb-08,2023-Aug-03,176,176
4437,AF,AP,2023AF28978,KIN,2023-Feb-10,2023-Apr-06,55,55
2492,AF,AP,2023AF29335,TNS,2023-Feb-09,2023-Mar-03,22,22
1935,AF,AP,2023AF29657,GUZ,2023-Feb-07,2023-Feb-17,10,10
2842,AF,Issued,2023AF29769,DKR,2023-Feb-10,2023-Mar-08,26,26
2494,AF,Refused,2023AF30212,KIN,2023-Feb-10,2023-Feb-27,17,17
14478,AF,Issued,2023AF30495,DKR,2023-Feb-08,2023-Aug-29,202,202
1534,AF,Refused221g,2023AF30825,DKR,2023-Feb-07,,,207
1535,AF,Refused221g,2023AF31173,DBL,2023-Feb-10,,,204
1536,AF,Refused221g,2023AF32932,GUZ,2023-Feb-09,,,205
2218,AF,Issued,2023AF33608,GUZ,2023-Feb-07,2023-Feb-24,17,17
2848,AF,Issued,2023AF33818,DKR,2023-Feb-09,2023-Mar-10,29,29
2502,AF,Issued,2023AF33985,KIN,2023-Feb-09,2023-Mar-03,22,22
1541,AF,Refused221g,2023AF34140,KIN,2023-Feb-10,,,204
12963,AF,AP,2023AF34184,DKR,2023-Feb-08,2023-Aug-11,184,184
14491,AF,Issued,2023AF34787,DKR,2023-Feb-07,2023-Aug-31,205,205
1940,AF,Issued,2023AF34828,TNS,2023-Feb-08,2023-Feb-16,8,8
1545,AS,AP,2023AS189,KDU,2023-01-01,2023-Feb-10,39,39
1546,AS,Refused221g,2023AS577,ISL,2023-Feb-07,,,207
13863,AS,Issued,2023AS830,YRV,2023-Feb-09,2023-Aug-18,190,190
2223,AS,Issued,2023AS886,YRV,2023-Feb-09,2023-Feb-23,14,14
1549,AS,Refused221g,2023AS925,ISL,2023-Feb-09,,,205
1551,AS,Issued,2023AS1036,RNG,2023-Feb-10,,,204
7588,AS,Refused,2023AS1039,KDU,2023-Feb-06,2023-May-16,99,99
1553,AS,Ready,2023AS1156,BRT,2023-01-01,2023-Feb-07,36,36
2523,AS,Issued,2023AS1182,ISL,2023-Feb-11,2023-Feb-28,17,17
4118,AS,Issued,2023AS1430,KHT,2023-Feb-05,2023-Mar-30,53,53
3710,AS,Issued,2023AS2248,ISL,2023-Feb-09,2023-Mar-22,41,41
1957,AS,Issued,2023AS2576,DJI,2023-Feb-08,2023-Feb-16,8,8
1561,AS,AP,2023AS2611,GUZ,2023-01-01,2023-Feb-10,39,39
1563,AS,Refused221g,2023AS3590,DJI,2023-Feb-09,,,205
11681,AS,Refused,2023AS3623,DJI,2023-Feb-07,2023-Jul-16,159,159
14685,AS,Issued,2023AS3991,YRV,2023-Feb-09,2023-Aug-31,203,203
1973,AS,AP,2023AS4008,DJI,2023-Feb-07,2023-Feb-14,7,7
10077,AS,Issued,2023AS4019,DJI,2023-May-24,2023-Jun-22,29,29
2246,AS,Issued,2023AS4161,KDU,2023-Feb-06,2023-Feb-22,16,16
1570,AS,Refused221g,2023AS4178,KDU,2023-Feb-06,,,208
1571,AS,Refused221g,2023AS4387,MTL,2023-Feb-06,,,208
2913,AS,Issued,2023AS4457,RNG,2023-Feb-09,2023-Mar-09,28,28
1574,AS,Refused221g,2023AS4577,RNG,2023-Feb-10,,,204
1576,AS,Refused,2023AS4793,KDU,2023-Feb-06,,,208
13899,AS,Issued,2023AS4840,ABD,2023-Feb-09,2023-Aug-21,193,193
1578,AS,Refused221g,2023AS4860,ABD,2023-Feb-09,,,205
2251,AS,Issued,2023AS4867,ABD,2023-Feb-09,2023-Feb-23,14,14
1580,AS,Refused,2023AS5022,KDU,2023-Feb-06,,,208
1581,AS,Refused221g,2023AS5023,ABD,2023-Feb-09,,,205
7033,AS,Refused,2023AS5029,KDU,2023-Feb-06,2023-May-10,93,93
1976,AS,Issued,2023AS5152,YRV,2023-Feb-10,2023-Feb-14,4,4
1586,AS,Refused221g,2023AS5222,ABD,2023-Feb-09,,,205
1587,AS,Refused,2023AS5283,KDU,2023-Feb-06,,,208
2918,AS,AP,2023AS5450,KDU,2023-Feb-07,2023-Mar-07,28,28
2253,AS,Issued,2023AS5555,KDU,2023-Feb-06,2023-Feb-22,16,16
13911,AS,Issued,2023AS5609,KDU,2023-Feb-10,2023-Aug-25,196,196
7041,AS,Issued,2023AS5761,ABD,2023-Feb-09,2023-May-11,91,91
2921,AS,Issued,2023AS5977,ISL,2023-Feb-10,2023-Mar-10,28,28
1595,AS,Refused221g,2023AS6266,RNG,2023-Feb-08,,,206
2256,AS,Issued,2023AS6480,ABD,2023-Feb-10,2023-Feb-23,13,13
2550,AS,Issued,2023AS6507,ISL,2023-Feb-10,2023-Feb-28,18,18
5089,AS,Issued,2023AS6696,ABD,2023-Feb-09,2023-Apr-13,63,63
3351,AS,Issued,2023AS8256,ABD,2023-Feb-09,2023-Mar-17,36,36
5533,AS,AP,2023AS8383,TBL,2023-Feb-08,2023-Apr-21,72,72
1985,AS,Issued,2023AS8524,ABD,2023-Feb-09,2023-Feb-15,6,6
5111,AS,Issued,2023AS8658,ABD,2023-Feb-09,2023-Apr-12,62,62
1987,AS,Issued,2023AS9028,AMM,2023-Feb-09,2023-Feb-17,8,8
3770,AS,Issued,2023AS9072,AMM,2023-Feb-07,2023-Mar-22,43,43
1606,AS,Refused221g,2023AS9073,AMM,2023-Feb-08,,,206
