ID,region,status,Case Number Full,Consulate,221g Date,End of 221g Date,solvedInDays,How Many Days in AP
1,AF,AP,2023AF351,KHT,2023-01-01,2023-Jan-04,2,2
2,AF,Refused221g,2023AF527,BMB,2023-Jan-05,,,240
3,AF,AP,2023AF618,ACC,2023-01-01,2023-Jan-06,4,4
4,AF,Issued,2023AF1726,ADD,2023-01-01,2023-Jan-06,4,4
5,AF,Issued,2023AF1816,ACC,2023-01-01,2023-Jan-04,2,2
6,AF,AP,2023AF2425,CSB,2023-01-01,2023-Jan-05,3,3
11935,AF,Issued,2023AF4210,ANK,2023-Jan-06,2023-Jul-25,200,200
8,AF,AP,2023AF5523,DOH,2023-01-01,2023-Jan-03,1,1
9,AF,Ready,2023AF5834,CSB,2023-01-01,2023-Jan-05,3,3
7325,AF,Issued,2023AF6143,YDE,2023-Jan-05,2023-May-16,131,131
11,AF,Issued,2023AF7230,LOM,2023-01-01,2023-Jan-04,2,2
7914,AF,Issued,2023AF7467,YDE,2023-Jan-05,2023-May-24,139,139
6704,AF,Issued,2023AF7642,YDE,2023-Jan-06,2023-May-12,126,126
1022,AF,Issued,2023AF8083,YDE,2023-Jan-03,2023-Feb-01,29,29
4353,AF,AP,2023AF8463,YDE,2023-Jan-05,2023-Apr-06,91,91
16,AF,AP,2023AF8706,CSB,2023-01-01,2023-Jan-04,2,2
17,AF,AP,2023AF9135,CSB,2023-01-01,2023-Jan-05,3,3
18,AF,Refused,2023AF10215,YDE,2023-Jan-03,,,242
223,AF,Issued,2023AF10380,NPL,2023-Jan-04,2023-Jan-11,7,7
224,AF,Issued,2023AF10416,LOM,2023-Jan-04,2023-Jan-13,9,9
21,AF,AP,2023AF11517,CSB,2023-01-01,2023-Jan-04,2,2
22,AF,AP,2023AF11598,CSB,2023-01-01,2023-Jan-04,2,2
1436,AF,Issued,2023AF11662,GUZ,2023-Jan-06,2023-Feb-10,35,35
2755,AF,Issued,2023AF12265,GUZ,2023-Jan-06,2023-Mar-10,63,63
5838,AF,Issued,2023AF13492,LOM,2023-Jan-04,2023-Apr-26,112,112
536,AF,Issued,2023AF13658,LOM,2023-Jan-05,2023-Jan-19,14,14
14383,AF,Issued,2023AF14793,NPL,2023-Jan-04,2023-Aug-31,239,239
266,AF,Issued,2023AF19790,JRS,2023-Jan-05,2023-Jan-12,7,7
29,AS,Refused221g,2023AS118,KDU,2023-Jan-04,,,241
3696,AS,Issued,2023AS380,BRT,2023-Jan-04,2023-Mar-23,78,78
12601,AS,Issued,2023AS430,BGH,2023-Jan-05,2023-Aug-03,210,210
9081,AS,Issued,2023AS550,BGH,2023-Jan-05,2023-Jun-07,153,153
33,AS,Ready,2023AS746,RID,2023-01-01,2023-Jan-05,3,3
34,AS,Issued,2023AS1440,DJI,2023-01-01,2023-Jan-04,2,2
7004,AS,Issued,2023AS1598,RID,2023-Jan-04,2023-May-08,124,124
289,AS,Issued,2023AS1722,KDU,2023-Jan-04,2023-Jan-12,8,8
839,AS,AP,2023AS1759,KDU,2023-Jan-04,2023-Jan-25,21,21
290,AS,Issued,2023AS1828,KDU,2023-Jan-06,2023-Jan-12,6,6
39,AS,Refused221g,2023AS1977,ISL,2023-Jan-06,,,239
40,AS,Refused,2023AS2108,DJI,2023-01-01,2023-Jan-02,,
41,AS,Refused221g,2023AS2126,ISL,2023-Jan-06,,,239
1559,AS,Issued,2023AS2273,AMM,2023-Feb-02,2023-Feb-05,3,3
43,AS,Refused221g,2023AS2403,ISL,2023-Jan-06,,,239
1126,AS,Issued,2023AS2479,KDU,2023-Jan-04,2023-Jan-31,27,27
2530,AS,AP,2023AS2519,SGP,2023-Jan-03,2023-Mar-03,59,59
848,AS,AP,2023AS2546,KDU,2023-Jan-04,2023-Jan-27,23,23
849,AS,AP,2023AS2663,KDU,2023-Jan-06,2023-Jan-25,19,19
48,AS,Issued,2023AS2814,DJI,2023-01-01,2023-Jan-04,2,2
309,AS,AP,2023AS2987,KDU,2023-Jan-04,2023-Jan-11,7,7
4499,AS,Refused,2023AS3055,KDU,2023-Jan-04,2023-Apr-04,90,90
854,AS,Issued,2023AS3114,KDU,2023-Jan-06,2023-Jan-23,17,17
3716,AS,AP,2023AS3406,KDU,2023-Jan-04,2023-Mar-24,79,79
14675,AS,AP,2023AS3467,ISL,2023-Jan-05,2023-Sep-01,239,239
2910,AS,AP,2023AS3645,KDU,2023-Jan-06,2023-Mar-09,62,62
3317,AS,Issued,2023AS3668,KDU,2023-Jan-06,2023-Mar-15,68,68
863,AS,Issued,2023AS3863,BRT,2023-Jan-05,2023-Jan-26,21,21
7600,AS,Refused,2023AS3911,KDU,2023-Jan-06,2023-May-18,132,132
4133,AS,Refused,2023AS4435,BGH,2023-Jan-04,2023-Mar-30,85,85
1977,AS,AP,2023AS5439,ALG,2023-Jan-03,2023-Feb-12,40,40
1169,AS,Issued,2023AS5747,TAI,2023-Jan-05,2023-Feb-03,29,29
2255,AS,Refused,2023AS6053,AMM,2023-Jan-04,2023-Feb-21,48,48
13128,AS,Issued,2023AS6089,AMM,2023-Jan-04,2023-Aug-09,217,217
2923,AS,Issued,2023AS6235,SGP,2023-Jan-03,2023-Mar-10,66,66
3745,AS,Issued,2023AS6653,BGH,2023-Jan-05,2023-Mar-23,77,77
1983,AS,Issued,2023AS8421,BGH,2023-Jan-03,2023-Feb-15,43,43
2557,AS,Issued,2023AS8720,AMM,2023-Jan-06,2023-Feb-28,53,53
67,EU,AP,2023EU7,TBL,2023-01-01,2023-Jan-04,2,2
68,EU,Issued,2023EU257,YRV,2023-01-01,2023-Jan-03,1,1
362,EU,Issued,2023EU448,WRW,2023-Jan-03,2023-Jan-13,10,10
10140,EU,AP,2023EU478,SKO,2023-Jan-03,2023-Jun-23,171,171
2978,EU,Ready,2023EU539,PRG,2023-Jan-05,2023-Mar-10,64,64
72,EU,Issued,2023EU548,TIA,2023-01-01,2023-Jan-06,4,4
73,EU,Issued,2023EU720,MTL,2023-01-01,2023-Jan-06,4,4
74,EU,AP,2023EU1724,TBL,2023-01-01,2023-Jan-04,2,2
75,EU,Issued,2023EU2598,THT,2023-01-01,2023-Jan-04,2,2
76,EU,Issued,2023EU2667,TIA,2023-01-01,2023-Jan-06,4,4
77,EU,AP,2023EU3115,ATH,2023-01-01,2023-Jan-05,3,3
78,EU,AP,2023EU3653,TBL,2023-01-01,2023-Jan-04,2,2
79,EU,Issued,2023EU3922,CHS,2023-01-01,2023-Jan-06,4,4
377,EU,Issued,2023EU4182,WRW,2023-Jan-05,2023-Jan-10,5,5
81,EU,AP,2023EU4407,TBL,2023-01-01,2023-Jan-04,2,2
10798,EU,Refused,2023EU4717,CHS,2023-Jan-05,2023-Jul-07,183,183
83,EU,AP,2023EU4881,TBL,2023-01-01,2023-Jan-04,2,2
84,EU,Issued,2023EU4890,TIA,2023-01-01,2023-Jan-05,3,3
85,EU,Issued,2023EU5465,THT,2023-01-01,2023-Jan-05,3,3
86,EU,Issued,2023EU5502,BKK,2023-01-01,2023-Jan-05,3,3
3420,EU,Issued,2023EU5925,WRW,2023-Jan-04,2023-Mar-15,70,70
88,EU,Issued,2023EU5940,TIA,2023-01-01,2023-Jan-05,3,3
392,EU,Issued,2023EU6213,JRS,2023-Jan-05,2023-Jan-13,8,8
632,EU,Issued,2023EU6260,BKK,2023-Jan-03,2023-Jan-18,15,15
1665,EU,Issued,2023EU6430,DHB,2023-Jan-03,2023-Feb-09,37,37
402,EU,Issued,2023EU6440,JRS,2023-Jan-05,2023-Jan-11,6,6
635,EU,Issued,2023EU6461,BKK,2023-Jan-03,2023-Jan-18,15,15
407,EU,Issued,2023EU6559,WRW,2023-Jan-05,2023-Jan-10,5,5
6550,EU,Issued,2023EU6571,SGP,2023-Jan-03,2023-May-04,121,121
929,EU,AP,2023EU6602,SKO,2023-Jan-05,2023-Jan-25,20,20
1230,EU,Issued,2023EU7318,DHB,2023-Jan-04,2023-Feb-03,30,30
10474,EU,Issued,2023EU7495,ATH,2023-Jan-05,2023-Jun-27,173,173
428,EU,Issued,2023EU7594,WRW,2023-Jan-05,2023-Jan-09,4,4
941,EU,Issued,2023EU7805,SOF,2023-Jan-04,2023-Jan-26,22,22
3017,EU,Ready,2023EU8299,ATH,2023-Jan-03,2023-Mar-09,65,65
439,EU,Issued,2023EU8521,PRG,2023-Jan-05,2023-Jan-13,8,8
442,EU,Issued,2023EU8733,WRW,2023-Jan-05,2023-Jan-09,4,4
446,EU,Issued,2023EU8802,WRW,2023-Jan-05,2023-Jan-10,5,5
2312,EU,Issued,2023EU8895,ATH,2023-Jan-03,2023-Feb-24,52,52
1697,EU,Issued,2023EU9209,FRN,2023-Jan-05,2023-Feb-07,33,33
1705,EU,Issued,2023EU9962,CHS,2023-Jan-05,2023-Feb-10,36,36
7737,EU,Issued,2023EU10236,HCM,2023-Jan-06,2023-May-16,130,130
3449,EU,Issued,2023EU10471,ATH,2023-Jan-05,2023-Mar-16,70,70
460,EU,Issued,2023EU10874,JRS,2023-Jan-05,2023-Jan-11,6,6
3049,EU,Issued,2023EU11415,LND,2023-Jan-06,2023-Mar-07,60,60
9240,EU,Issued,2023EU11869,ATA,2023-Jan-05,2023-Jun-07,153,153
959,EU,Ready,2023EU12143,SKO,2023-Jan-03,2023-Jan-27,24,24
676,EU,Issued,2023EU12254,PRG,2023-Jan-05,2023-Jan-18,13,13
960,EU,Issued,2023EU12359,DHB,2023-Jan-03,2023-Jan-26,23,23
677,EU,AP,2023EU12389,ATH,2023-Jan-05,2023-Jan-20,15,15
117,EU,Refused221g,2023EU12472,DHB,2023-Jan-04,,,241
1268,EU,Issued,2023EU12660,SKO,2023-Jan-06,2023-Feb-01,26,26
1269,EU,AP,2023EU13257,DHB,2023-Jan-04,2023-Feb-03,30,30
465,EU,Issued,2023EU13897,CHS,2023-Jan-06,2023-Jan-13,7,7
121,EU,Refused221g,2023EU14480,GUZ,2023-Jan-06,,,239
1744,EU,Issued,2023EU14902,ATH,2023-Jan-03,2023-Feb-08,36,36
969,SA,Issued,2023SA359,MNG,2023-Jan-05,2023-Jan-26,21,21
476,SA,Issued,2023SA654,LMA,2023-Jan-06,2023-Jan-12,6,6
1295,SA,Issued,2023SA758,GYQ,2023-Jan-04,2023-Feb-01,28,28
688,SA,Issued,2023SA767,LMA,2023-Jan-06,2023-Jan-18,12,12
477,SA,Issued,2023SA833,LMA,2023-Jan-06,2023-Jan-12,6,6
1300,SA,AP,2023SA849,LMA,2023-Jan-06,2023-Feb-03,28,28
478,SA,AP,2023SA861,LMA,2023-Jan-06,2023-Jan-13,7,7
4310,SA,Issued,2023SA880,LMA,2023-Jan-06,2023-Mar-30,83,83
5766,SA,Issued,2023SA904,GYQ,2023-Jan-06,2023-Apr-21,105,105
479,SA,AP,2023SA955,LMA,2023-Jan-06,2023-Jan-13,7,7
689,SA,Issued,2023SA994,LMA,2023-Jan-06,2023-Jan-18,12,12
482,SA,Ready,2023SA1069,LMA,2023-Jan-06,2023-Jan-13,7,7
483,SA,AP,2023SA1111,LMA,2023-Jan-06,2023-Jan-13,7,7
1766,SA,Issued,2023SA1122,LMA,2023-Jan-06,2023-Feb-08,33,33
981,SA,Issued,2023SA1147,LMA,2023-Jan-06,2023-Jan-27,21,21
2094,SA,Issued,2023SA1166,LMA,2023-Jan-06,2023-Feb-15,40,40
982,SA,Issued,2023SA1178,LMA,2023-Jan-06,2023-Jan-27,21,21
983,SA,Issued,2023SA1187,LMA,2023-Jan-06,2023-Jan-27,21,21
484,SA,Issued,2023SA1197,LMA,2023-Jan-06,2023-Jan-13,7,7
142,AF,Issued,2023AF288,JHN,2023-01-01,2023-Jan-12,10,10
13378,AF,Issued,2023AF405,DKR,2023-Jan-10,2023-Aug-17,219,219
692,AF,Issued,2023AF409,CSB,2023-Jan-10,2023-Jan-27,17,17
145,AF,AP,2023AF417,KHT,2023-01-01,2023-Jan-12,10,10
146,AF,Refused221g,2023AF1170,KHT,2023-Jan-12,,,233
147,AF,Issued,2023AF1267,BMB,2023-01-01,2023-Jan-11,9,9
1384,AF,Refused,2023AF1582,CSB,2023-Jan-10,2023-Feb-04,25,25
149,AF,Issued,2023AF1826,ABD,2023-01-01,2023-Jan-12,10,10
490,AF,Issued,2023AF1946,CSB,2023-Jan-10,2023-Jan-19,9,9
151,AF,AP,2023AF2147,DJI,2023-01-01,2023-Jan-12,10,10
703,AF,Issued,2023AF2547,ABD,2023-Jan-13,2023-Jan-25,12,12
3166,AF,Refused,2023AF2776,KHT,2023-Jan-12,2023-Mar-15,62,62
6232,AF,Ready,2023AF3028,GUZ,2023-Jan-12,2023-May-05,113,113
9873,AF,Issued,2023AF3379,DJI,2023-Jan-19,2023-Jun-22,154,154
1823,AF,AP,2023AF3388,FTN,2023-Jan-13,2023-Feb-16,34,34
13400,AF,Issued,2023AF3491,CRO,2023-Jan-12,2023-Aug-24,224,224
706,AF,Issued,2023AF3530,CRO,2023-Jan-12,2023-Jan-25,13,13
8376,AF,AP,2023AF3558,CRO,2023-Jan-12,2023-Jun-01,140,140
1824,AF,Issued,2023AF3560,GUZ,2023-Jan-12,2023-Feb-16,35,35
502,AF,Issued,2023AF3725,OUG,2023-Jan-13,2023-Jan-18,5,5
162,AF,Issued,2023AF3970,ABD,2023-01-01,2023-Jan-13,11,11
163,AF,Refused,2023AF3978,DJI,2023-01-01,2023-Jan-11,9,9
164,AF,Issued,2023AF4145,OUG,2023-01-01,2023-Jan-13,11,11
165,AF,Refused221g,2023AF4246,KHT,2023-Jan-12,,,233
166,AF,Refused221g,2023AF4278,ABD,2023-Jan-13,,,232
8841,AF,Issued,2023AF4299,CRO,2023-Jan-12,2023-Jun-08,147,147
168,AF,Refused221g,2023AF4483,BMB,2023-Jan-12,,,233
1002,AF,AP,2023AF4653,CSB,2023-Jan-10,2023-Feb-03,24,24
14341,AF,Issued,2023AF4662,ADD,2023-Jun-26,2023-Aug-31,66,66
171,AF,Refused221g,2023AF4797,KHT,2023-Jan-12,,,233
172,AF,AP,2023AF4839,WRW,2023-01-01,2023-Jan-13,11,11
1395,AF,Issued,2023AF4881,ADD,2023-Jan-10,2023-Feb-10,31,31
2721,AF,Issued,2023AF4932,CSB,2023-Jan-10,2023-Mar-04,53,53
3953,AF,AP,2023AF5335,FTN,2023-Jan-13,2023-Mar-31,77,77
2723,AF,Issued,2023AF5355,KHT,2023-Jan-12,2023-Mar-09,56,56
177,AF,Issued,2023AF5396,DJI,2023-01-01,2023-Jan-12,10,10
7908,AF,Issued,2023AF5914,KWT,2023-Jan-12,2023-May-24,132,132
717,AF,Issued,2023AF5972,KHT,2023-Jan-12,2023-Jan-25,13,13
6701,AF,Refused,2023AF6063,JHN,2023-Jan-12,2023-May-11,119,119
719,AF,Issued,2023AF6374,YDE,2023-Jan-11,2023-Jan-23,12,12
3962,AF,Issued,2023AF6395,YDE,2023-Jan-10,2023-Mar-29,78,78
6239,AF,Issued,2023AF6442,RID,2023-Jan-11,2023-May-04,113,113
184,AF,Refused,2023AF6527,DJI,2023-01-01,2023-Jan-12,10,10
516,AF,Issued,2023AF6876,FTN,2023-Jan-12,2023-Jan-18,6,6
186,AF,Issued,2023AF6891,CSB,2023-01-01,2023-Jan-12,10,10
1014,AF,AP,2023AF6963,YDE,2023-Jan-12,2023-Feb-03,22,22
188,AF,Issued,2023AF7249,CSB,2023-01-01,2023-Jan-10,8,8
189,AF,Issued,2023AF7464,CRO,2023-01-01,2023-Jan-12,10,10
6708,AF,Refused,2023AF7834,JHN,2023-Jan-12,2023-May-11,119,119
1020,AF,Issued,2023AF7883,CSB,2023-Jan-10,2023-Feb-01,22,22
5386,AF,AP,2023AF7919,DJI,2023-Jan-12,2023-Apr-19,97,97
6709,AF,AP,2023AF7925,RID,2023-Jan-11,2023-May-08,117,117
518,AF,AP,2023AF8014,FTN,2023-Jan-13,2023-Jan-20,7,7
1024,AF,AP,2023AF8172,CSB,2023-Jan-10,2023-Feb-01,22,22
727,AF,Issued,2023AF8411,RID,2023-Jan-12,2023-Jan-25,13,13
8855,AF,Issued,2023AF8413,YDE,2023-Jan-13,2023-Jun-08,146,146
1028,AF,Issued,2023AF8480,CSB,2023-Jan-10,2023-Jan-31,21,21
1413,AF,Issued,2023AF8503,CSB,2023-Jan-10,2023-Feb-07,28,28
1030,AF,Issued,2023AF8544,CSB,2023-Jan-10,2023-Jan-31,21,21
4354,AF,Issued,2023AF8643,CSB,2023-Jan-10,2023-Apr-04,84,84
202,AF,Refused221g,2023AF8752,YDE,2023-Jan-11,,,234
2396,AF,Issued,2023AF8920,YDE,2023-Jan-10,2023-Feb-27,48,48
732,AF,Issued,2023AF8979,YDE,2023-Jan-10,2023-Jan-27,17,17
1032,AF,Issued,2023AF9013,CSB,2023-Jan-10,2023-Jan-31,21,21
2743,AF,Issued,2023AF9038,ABJ,2023-Jan-09,2023-Mar-09,59,59
3979,AF,Issued,2023AF9049,CSB,2023-Jan-10,2023-Mar-30,79,79
734,AF,Issued,2023AF9059,ABD,2023-Jan-13,2023-Jan-25,12,12
2400,AF,AP,2023AF9130,ABJ,2023-Jan-11,2023-Mar-02,50,50
1034,AF,Issued,2023AF9138,COT,2023-Jan-12,2023-Feb-01,20,20
1418,AF,Issued,2023AF9309,CSB,2023-Jan-10,2023-Feb-07,28,28
212,AF,Refused221g,2023AF9446,DKR,2023-Jan-11,,,234
1860,AF,Issued,2023AF9553,CSB,2023-Jan-10,2023-Feb-17,38,38
214,AF,Issued,2023AF9621,CSB,2023-01-01,2023-Jan-13,11,11
215,AF,Issued,2023AF9784,CSB,2023-01-01,2023-Jan-13,11,11
6726,AF,Issued,2023AF9797,ALG,2023-Jan-11,2023-May-08,117,117
1861,AF,Issued,2023AF9931,CSB,2023-Jan-10,2023-Feb-17,38,38
218,AF,Refused221g,2023AF10000,CSB,2023-Jan-10,,,235
747,AF,Issued,2023AF10135,COT,2023-Jan-11,2023-Jan-27,16,16
748,AF,Refused,2023AF10145,ABD,2023-Jan-13,2023-Jan-25,12,12
221,AF,Issued,2023AF10158,CSB,2023-01-01,2023-Jan-13,11,11
1038,AF,Issued,2023AF10368,CSB,2023-Jan-10,2023-Feb-01,22,22
11446,AF,Issued,2023AF10432,LOM,2023-Jan-13,2023-Jul-20,188,188
3984,AF,Issued,2023AF10584,YDE,2023-Jan-10,2023-Mar-28,77,77
227,AF,Issued,2023AF10632,CSB,2023-01-01,2023-Jan-09,7,7
228,AF,Issued,2023AF10667,CSB,2023-01-01,2023-Jan-10,8,8
10295,AF,Ready,2023AF10711,FTN,2023-Jan-12,2023-Jun-28,167,167
2411,AF,AP,2023AF10836,DJI,2023-Jan-08,2023-Feb-28,51,51
754,AF,Issued,2023AF10881,YDE,2023-Jan-10,2023-Jan-27,17,17
8864,AF,AP,2023AF10896,CSB,2023-Jan-10,2023-Jun-09,150,150
524,AF,Issued,2023AF11083,CSB,2023-Jan-11,2023-Jan-19,8,8
234,AF,Refused221g,2023AF11221,DJI,2023-Jan-12,,,233
1435,AF,Issued,2023AF11449,CSB,2023-Jan-10,2023-Feb-06,27,27
6737,AF,Issued,2023AF11541,TNS,2023-Apr-14,2023-May-11,27,27
764,AF,Issued,2023AF11846,COT,2023-Jan-11,2023-Jan-27,16,16
531,AF,AP,2023AF12165,COT,2023-Jan-13,2023-Jan-20,7,7
1440,AF,Ready,2023AF12294,PRS,2023-Jan-11,2023-Feb-10,30,30
2424,AF,AP,2023AF12429,ABJ,2023-Jan-09,2023-Mar-02,52,52
13443,AF,Issued,2023AF12462,DJI,2023-Jan-08,2023-Aug-24,228,228
242,AF,Refused221g,2023AF12606,TNS,2023-Jan-12,,,233
243,AF,Refused221g,2023AF12631,DJI,2023-Jan-13,,,232
4383,AF,Refused,2023AF13176,ABD,2023-Jan-13,2023-Apr-06,83,83
7941,AF,Issued,2023AF13266,DKR,2023-Jan-11,2023-May-23,132,132
1449,AF,Ready,2023AF13437,WRW,2023-Jan-12,2023-Feb-10,29,29
12359,AF,Issued,2023AF13565,TNS,2023-Jan-13,2023-Aug-04,203,203
5425,AF,Issued,2023AF13752,DJI,2023-Jan-12,2023-Apr-17,95,95
7367,AF,Issued,2023AF14398,ABD,2023-Jan-13,2023-May-18,125,125
5427,AF,AP,2023AF14736,DJI,2023-Jan-12,2023-Apr-19,97,97
7948,AF,AP,2023AF14973,DJI,2023-Jan-08,2023-May-25,137,137
3623,AF,Issued,2023AF15061,OUG,2023-Jan-11,2023-Mar-23,71,71
4395,AF,Ready,2023AF15111,JHN,2023-Jan-12,2023-Apr-04,82,82
10591,AF,AP,2023AF15310,DJI,2023-Jan-12,2023-Jul-03,172,172
11961,AF,Issued,2023AF15753,OUG,2023-Jan-11,2023-Jul-24,194,194
256,AF,Refused,2023AF15826,ABD,2023-Jan-13,,,232
6772,AF,Issued,2023AF16283,CSB,2023-Jan-10,2023-May-08,118,118
12370,AF,Issued,2023AF16497,DKR,2023-Jan-12,2023-Aug-03,203,203
259,AF,Refused221g,2023AF16800,DKR,2023-Jan-11,,,234
260,AF,Refused221g,2023AF17348,NCS,2023-Jan-13,,,232
3237,AF,Issued,2023AF17544,PRS,2023-Jan-11,2023-Mar-13,61,61
3632,AF,AP,2023AF17849,FTN,2023-Jan-09,2023-Mar-24,74,74
1491,AF,Ready,2023AF19337,NPL,2023-Jan-10,2023-Feb-10,31,31
13504,AF,Issued,2023AF19649,TNS,2023-Jan-11,2023-Aug-23,224,224
13506,AF,Issued,2023AF19765,TNS,2023-Jan-11,2023-Aug-24,225,225
267,AS,Issued,2023AS108,CRO,2023-01-01,2023-Jan-12,10,10
268,AS,Refused221g,2023AS152,ANK,2023-Jan-13,,,232
14606,AS,AP,2023AS210,ANK,2023-Jan-13,2023-Sep-01,231,231
824,AS,Issued,2023AS218,ABD,2023-Jan-13,2023-Jan-24,11,11
271,AS,Issued,2023AS226,RNG,2023-01-01,2023-Jan-12,10,10
1109,AS,Issued,2023AS399,ANK,2023-Jan-13,2023-Feb-01,19,19
273,AS,Refused221g,2023AS595,KDU,2023-Jan-13,,,232
274,AS,Refused221g,2023AS679,ISL,2023-Jan-13,,,232
275,AS,Refused,2023AS692,DJI,2023-01-01,2023-Jan-10,8,8
8124,AS,Issued,2023AS740,KDU,2023-Jan-09,2023-May-25,136,136
277,AS,Refused221g,2023AS779,YRV,2023-Jan-12,,,233
1114,AS,Issued,2023AS855,KDU,2023-Jan-11,2023-Feb-01,21,21
279,AS,Issued,2023AS997,ANK,2023-01-01,2023-Jan-11,9,9
280,AS,Refused221g,2023AS1024,CLM,2023-Jan-12,,,233
9633,AS,Refused,2023AS1052,KDU,2023-Jan-09,2023-Jun-16,158,158
2890,AS,Issued,2023AS1155,BGH,2023-Jan-11,2023-Mar-09,57,57
2524,AS,Ready,2023AS1200,CLM,2023-Feb-24,2023-Mar-01,5,5
832,AS,AP,2023AS1218,KDU,2023-Jan-09,2023-Jan-27,18,18
285,AS,Refused221g,2023AS1232,RID,2023-Jan-08,,,237
3301,AS,AP,2023AS1408,CLM,2023-Jan-10,2023-Mar-17,66,66
3302,AS,AP,2023AS1553,CLM,2023-Jan-10,2023-Mar-17,66,66
3303,AS,AP,2023AS1590,CLM,2023-Jan-12,2023-Mar-17,64,64
10071,AS,Issued,2023AS1878,KDU,2023-May-16,2023-May-16,,
4121,AS,AP,2023AS1971,KDU,2023-Jan-09,2023-Mar-31,81,81
843,AS,AP,2023AS2167,KDU,2023-Jan-09,2023-Jan-27,18,18
1557,AS,Issued,2023AS2197,SYD,2023-Jan-11,2023-Feb-10,30,30
14645,AS,Issued,2023AS2213,ABD,2023-Jan-13,2023-Aug-28,227,227
14646,AS,Issued,2023AS2215,ABD,2023-Jan-13,2023-Sep-01,231,231
562,AS,Refused,2023AS2231,KDU,2023-Jan-11,2023-Jan-17,6,6
2232,AS,AP,2023AS2243,CLM,2023-Jan-10,2023-Feb-24,45,45
3305,AS,AP,2023AS2422,CLM,2023-Jan-10,2023-Mar-17,66,66
847,AS,Issued,2023AS2473,ABD,2023-Jan-13,2023-Jan-24,11,11
301,AS,Refused221g,2023AS2654,BGH,2023-Jan-12,,,233
850,AS,AP,2023AS2677,KDU,2023-Jan-09,2023-Jan-27,18,18
3712,AS,AP,2023AS2695,KDU,2023-Jan-10,2023-Mar-24,73,73
851,AS,AP,2023AS2714,KDU,2023-Jan-09,2023-Jan-27,18,18
305,AS,Issued,2023AS2739,YRV,2023-01-01,2023-Jan-12,10,10
5981,AS,Issued,2023AS2854,CLM,2023-Jan-12,2023-Apr-28,106,106
4129,AS,Issued,2023AS2899,CLM,2023-Jan-12,2023-Mar-30,77,77
5065,AS,Refused221g,2023AS2978,DJI,2023-Apr-13,,,142
14667,AS,Issued,2023AS3082,ABD,2023-Jan-13,2023-Aug-31,230,230
13878,AS,Issued,2023AS3085,YRV,2023-Jan-13,2023-Aug-25,224,224
312,AS,Issued,2023AS3131,BNK,2023-01-01,2023-Jan-12,10,10
1562,AS,Issued,2023AS3257,RID,2023-Jan-12,2023-Feb-09,28,28
3313,AS,AP,2023AS3284,CLM,2023-Jan-12,2023-Mar-17,64,64
315,AS,Refused221g,2023AS3339,KDU,2023-Jan-12,,,233
2241,AS,Refused,2023AS3392,AMM,2023-Jan-08,2023-Feb-21,44,44
861,AS,Issued,2023AS3686,YRV,2023-Jan-12,2023-Jan-25,13,13
2243,AS,Refused,2023AS3706,AMM,2023-Jan-12,2023-Feb-23,42,42
6438,AS,Issued,2023AS3905,ISL,2023-Jan-13,2023-May-05,112,112
2912,AS,AP,2023AS3917,KDU,2023-Jan-09,2023-Mar-09,59,59
1972,AS,Issued,2023AS3958,KDU,2023-Jan-09,2023-Feb-16,38,38
13890,AS,Issued,2023AS3986,AMM,2023-Jan-08,2023-Aug-22,226,226
2244,AS,AP,2023AS3992,KDU,2023-Jan-11,2023-Feb-24,44,44
2245,AS,AP,2023AS4007,KDU,2023-Jan-11,2023-Feb-24,44,44
325,AS,Issued,2023AS4043,KDU,2023-Jan-12,,,233
864,AS,Issued,2023AS4121,YRV,2023-Jan-12,2023-Jan-23,11,11
8142,AS,Issued,2023AS4137,KDU,2023-Jan-12,2023-May-25,133,133
14690,AS,AP,2023AS4223,NPL,2023-Jan-11,2023-Sep-01,233,233
329,AS,Refused221g,2023AS4267,YRV,2023-Jan-12,,,233
13895,AS,AP,2023AS4453,YRV,2023-Jan-13,2023-Aug-25,224,224
867,AS,Issued,2023AS4490,SYD,2023-Jan-10,2023-Jan-27,17,17
578,AS,AP,2023AS4506,BNK,2023-Jan-13,2023-Jan-20,7,7
3326,AS,Issued,2023AS4575,AMM,2023-Jan-12,2023-Mar-15,62,62
579,AS,Issued,2023AS4587,AMM,2023-Jan-12,2023-Jan-17,5,5
335,AS,Refused221g,2023AS4758,FRN,2023-Jan-11,,,234
13117,AS,Issued,2023AS4791,YRV,2023-Jan-12,2023-Aug-09,209,209
868,AS,Issued,2023AS4826,CSB,2023-Jan-10,2023-Jan-27,17,17
1156,AS,Issued,2023AS5053,ISL,2023-Jan-12,2023-Feb-02,21,21
339,AS,Refused221g,2023AS5061,YRV,2023-Jan-12,,,233
14705,AS,Issued,2023AS5074,YRV,2023-Jan-13,2023-Aug-30,229,229
14708,AS,Issued,2023AS5219,YRV,2023-Jan-12,2023-Aug-31,231,231
584,AS,Issued,2023AS5273,YRV,2023-Jan-13,2023-Jan-20,7,7
343,AS,Refused221g,2023AS5280,ISL,2023-Jan-12,,,233
585,AS,Issued,2023AS5324,FRN,2023-Jan-10,2023-Jan-18,8,8
13908,AS,Issued,2023AS5398,YRV,2023-Jan-12,2023-Aug-25,225,225
1165,AS,Issued,2023AS5580,AMM,2023-Jan-09,2023-Feb-02,24,24
591,AS,Issued,2023AS5771,RNG,2023-Jan-13,2023-Jan-20,7,7
