ID,region,status,Case Number Full,Consulate,221g Date,End of 221g Date,solvedInDays,How Many Days in AP
836,AF,Issued,2022AF358,LND,07-Jan-2022,18-Feb-2022,42,42
337,AF,Issued,2022AF1288,ABJ,11-Jan-2022,03-Feb-2022,23,23
207,AF,Issued,2022AF1562,PRS,12-Jan-2022,26-Jan-2022,14,14
3815,AF,Issued,2022AF1689,JRS,13-Jan-2022,2022-May-11,118,118
1903,AF,Issued,2022AF2840,TNS,12-Jan-2022,2022-Mar-23,70,70
346,AF,Issued,2022AF3415,ALG,11-Jan-2022,02-Feb-2022,22,22
348,AF,Issued,2022AF3840,ALG,12-Jan-2022,02-Feb-2022,21,21
8,AF,Ready,2022AF4027,CSB,2022-01-01,10-Jan-2022,8,8
9,AF,Refused,2022AF4270,PRS,12-Jan-2022,,,598
3106,AF,Ready,2022AF4617,HRE,11-Jan-2022,2022-May-06,115,115
119,AF,Refused,2022AF4892,FTN,13-Jan-2022,20-Jan-2022,7,7
2138,AF,Issued,2022AF5774,TKY,12-Jan-2022,2022-Apr-01,79,79
352,AF,Issued,2022AF6578,ALG,04-Jan-2022,03-Feb-2022,30,30
3139,AF,Refused,2022AF6723,CSB,07-Jan-2022,2022-Apr-20,103,103
353,AF,Issued,2022AF6774,BCH,06-Jan-2022,01-Feb-2022,26,26
1923,AF,Issued,2022AF8185,BDP,13-Jan-2022,2022-Mar-23,69,69
124,AF,Administrative Processing,2022AF8288,TNS,12-Jan-2022,21-Jan-2022,9,9
18,AF,Refused,2022AF9111,LND,07-Jan-2022,,,603
14822,AF,Issued,2022AF10342,AMM,13-Jan-2022,2022-Sep-14,244,244
546,AF,Issued,2022AF10640,RDJ,05-Jan-2022,11-Feb-2022,37,37
732,AF,Administrative Processing,2022AF12076,MST,11-Jan-2022,16-Feb-2022,36,36
7620,AF,Issued,2022AF12246,TNS,12-Jan-2022,2022-Jul-07,176,176
735,AF,Ready,2022AF13402,MST,11-Jan-2022,16-Feb-2022,36,36
366,AF,Issued,2022AF13673,ALG,04-Jan-2022,01-Feb-2022,28,28
370,AF,Issued,2022AF14364,ALG,11-Jan-2022,02-Feb-2022,22,22
371,AF,Issued,2022AF14524,ALG,11-Jan-2022,03-Feb-2022,23,23
372,AF,Issued,2022AF14765,ALG,11-Jan-2022,01-Feb-2022,21,21
3880,AF,Issued,2022AF14786,ALG,14-Jan-2022,2022-May-10,116,116
375,AF,Issued,2022AF15153,ALG,04-Jan-2022,01-Feb-2022,28,28
376,AF,Issued,2022AF15380,ALG,04-Jan-2022,01-Feb-2022,28,28
378,AF,Issued,2022AF15409,ALG,04-Jan-2022,01-Feb-2022,28,28
387,AF,Issued,2022AF16693,ALG,11-Jan-2022,02-Feb-2022,22,22
393,AF,Ready,2022AF17683,ALG,11-Jan-2022,03-Feb-2022,23,23
394,AF,Issued,2022AF17853,ALG,04-Jan-2022,02-Feb-2022,29,29
396,AF,Issued,2022AF18195,ALG,04-Jan-2022,03-Feb-2022,30,30
397,AF,Issued,2022AF18265,ALG,11-Jan-2022,02-Feb-2022,22,22
964,AS,Issued,2022AS475,TKY,12-Jan-2022,23-Feb-2022,42,42
1729,AS,Issued,2022AS565,TKY,12-Jan-2022,18-Mar-2022,65,65
11865,AS,Administrative Processing,2022AS1194,RID,12-Jan-2022,2022-Aug-18,218,218
2824,AS,Administrative Processing,2022AS1913,JRS,11-Jan-2022,2022-Apr-14,93,93
146,AS,Issued,2022AS1914,SGP,11-Jan-2022,19-Jan-2022,8,8
12762,AS,Issued,2022AS2342,ANK,11-Jan-2022,2022-Aug-22,223,223
583,AS,Administrative Processing,2022AS2593,RNG,10-Jan-2022,10-Feb-2022,31,31
149,AS,Administrative Processing,2022AS3056,BRS,04-Jan-2022,21-Jan-2022,17,17
16158,AS,Issued,2022AS3118,RID,03-Jan-2022,2022-Sep-21,261,261
150,AS,Ready,2022AS3273,JRS,14-Jan-2022,21-Jan-2022,7,7
587,AS,Issued,2022AS3336,SGP,05-Jan-2022,09-Feb-2022,35,35
4984,AS,Issued,2022AS3513,ISL,14-Jan-2022,2022-May-27,133,133
9283,AS,Issued,2022AS3902,YRV,12-Jan-2022,2022-Jul-26,195,195
2220,AS,Administrative Processing,2022AS4432,JAK,12-Jan-2022,2022-Apr-01,79,79
589,AS,Administrative Processing,2022AS4629,DJI,13-Jan-2022,10-Feb-2022,28,28
3406,AS,Issued,2022AS5653,ISL,13-Jan-2022,2022-Apr-29,106,106
155,AS,Ready,2022AS7869,LND,13-Jan-2022,18-Jan-2022,5,5
318,EU,Issued,2022EU169,PRI,11-Jan-2022,31-Jan-2022,20,20
871,EU,Issued,2022EU237,CHS,11-Jan-2022,18-Feb-2022,38,38
421,EU,Ready,2022EU247,VIL,13-Jan-2022,04-Feb-2022,22,22
57,EU,Issued,2022EU268,CHS,2022-01-01,13-Jan-2022,11,11
158,EU,Issued,2022EU418,WRW,14-Jan-2022,18-Jan-2022,4,4
159,EU,Issued,2022EU459,WRW,05-Jan-2022,19-Jan-2022,14,14
60,EU,Issued,2022EU512,KEV,2022-01-01,10-Jan-2022,8,8
622,EU,Issued,2022EU580,CHS,14-Jan-2022,09-Feb-2022,26,26
62,EU,Refused,2022EU897,WRW,10-Jan-2022,,,600
2890,EU,Issued,2022EU899,WRW,03-Jan-2022,2022-Apr-12,99,99
162,EU,Ready,2022EU974,ATH,13-Jan-2022,20-Jan-2022,7,7
268,EU,Ready,2022EU1017,TIA,14-Jan-2022,28-Jan-2022,14,14
163,EU,Issued,2022EU1151,SEO,11-Jan-2022,20-Jan-2022,9,9
269,EU,Issued,2022EU1472,WRW,14-Jan-2022,28-Jan-2022,14,14
876,EU,Ready,2022EU2174,ATH,07-Jan-2022,17-Feb-2022,41,41
69,EU,Issued,2022EU2297,KEV,2022-01-01,12-Jan-2022,10,10
2581,EU,Ready,2022EU2439,JAK,11-Jan-2022,2022-Apr-08,87,87
1262,EU,Issued,2022EU2520,DBL,13-Jan-2022,04-Mar-2022,50,50
271,EU,Issued,2022EU2704,VIL,11-Jan-2022,28-Jan-2022,17,17
442,EU,Issued,2022EU2713,PRI,11-Jan-2022,02-Feb-2022,22,22
272,EU,Issued,2022EU2913,NPL,12-Jan-2022,28-Jan-2022,16,16
169,EU,Issued,2022EU2988,WRW,14-Jan-2022,18-Jan-2022,4,4
275,EU,Administrative Processing,2022EU3228,NPL,12-Jan-2022,28-Jan-2022,16,16
796,EU,Issued,2022EU3351,WRW,12-Jan-2022,16-Feb-2022,35,35
1001,EU,Issued,2022EU3388,WRW,13-Jan-2022,23-Feb-2022,41,41
79,EU,Refused,2022EU3401,JRS,12-Jan-2022,,,598
3542,EU,Issued,2022EU3503,FRN,11-Jan-2022,2022-May-04,113,113
278,EU,Issued,2022EU3532,KEV,14-Jan-2022,25-Jan-2022,11,11
881,EU,Administrative Processing,2022EU3888,ATH,07-Jan-2022,17-Feb-2022,41,41
2948,EU,Ready,2022EU4055,FRN,14-Jan-2022,2022-Apr-14,90,90
172,EU,Administrative Processing,2022EU4122,ATH,04-Jan-2022,20-Jan-2022,16,16
11153,EU,Issued,2022EU4143,FRN,13-Jan-2022,2022-Aug-11,210,210
283,EU,Issued,2022EU5000,KEV,14-Jan-2022,27-Jan-2022,13,13
178,EU,Issued,2022EU5339,WRW,14-Jan-2022,18-Jan-2022,4,4
180,EU,Issued,2022EU5619,HNK,14-Jan-2022,19-Jan-2022,5,5
658,EU,Ready,2022EU5668,DBL,13-Jan-2022,10-Feb-2022,28,28
183,EU,Ready,2022EU6603,BRS,11-Jan-2022,20-Jan-2022,9,9
2066,EU,Issued,2022EU6922,WRW,14-Jan-2022,2022-Mar-24,69,69
185,EU,Issued,2022EU7694,PRI,11-Jan-2022,18-Jan-2022,7,7
1023,EU,Issued,2022EU7833,KWT,10-Jan-2022,24-Feb-2022,45,45
462,EU,Issued,2022EU7846,TIA,13-Jan-2022,03-Feb-2022,21,21
463,EU,Issued,2022EU7878,PRI,11-Jan-2022,02-Feb-2022,22,22
4145,EU,Ready,2022EU8075,LND,07-Jan-2022,2022-May-13,126,126
664,EU,Issued,2022EU8135,NPL,10-Jan-2022,08-Feb-2022,29,29
289,EU,Issued,2022EU8138,KEV,14-Jan-2022,28-Jan-2022,14,14
1601,EU,Issued,2022EU8469,STK,12-Jan-2022,11-Mar-2022,58,58
186,EU,Ready,2022EU8554,DBL,06-Jan-2022,21-Jan-2022,15,15
2075,EU,Administrative Processing,2022EU9322,MDD,12-Jan-2022,2022-Mar-25,72,72
1324,EU,Issued,2022EU9768,RGA,03-Jan-2022,03-Mar-2022,59,59
680,EU,Issued,2022EU11278,BDP,06-Jan-2022,08-Feb-2022,33,33
292,EU,Ready,2022EU11571,BCH,11-Jan-2022,25-Jan-2022,14,14
1342,NA,Issued,2022NA5,NSS,14-Jan-2022,01-Mar-2022,46,46
192,OC,Issued,2022OC172,SUV,14-Jan-2022,21-Jan-2022,7,7
2087,OC,Issued,2022OC293,JRS,13-Jan-2022,2022-Mar-23,69,69
294,OC,Issued,2022OC354,HNK,07-Jan-2022,25-Jan-2022,18,18
689,OC,Ready,2022OC451,LND,07-Jan-2022,08-Feb-2022,32,32
1633,SA,Administrative Processing,2022SA423,LMA,14-Jan-2022,11-Mar-2022,56,56
8032,AF,Refused,2022AF15,YDE,18-Jan-2022,2022-Jul-22,185,185
332,AF,Issued,2022AF98,YDE,18-Jan-2022,02-Feb-2022,15,15
309,AF,Administrative Processing,2022AF389,LOM,20-Jan-2022,31-Jan-2022,11,11
203,AF,Administrative Processing,2022AF395,NCS,21-Jan-2022,28-Jan-2022,7,7
1054,AF,Administrative Processing,2022AF554,YDE,20-Jan-2022,04-Mar-2022,43,43
12330,AF,Administrative Processing,2022AF1349,DKR,19-Jan-2022,2022-Aug-26,219,219
9062,AF,Issued,2022AF3396,DJI,18-Jan-2022,2022-Jul-26,189,189
15678,AF,Refused,2022AF3704,ACC,19-Jan-2022,2022-Sep-22,246,246
218,AF,Issued,2022AF6466,FTN,20-Jan-2022,26-Jan-2022,6,6
121,AF,Administrative Processing,2022AF6748,CSB,2022-01-01,21-Jan-2022,19,19
4837,AF,Issued,2022AF7669,NRB,18-Jan-2022,2022-May-27,129,129
354,AF,Issued,2022AF7844,YDE,18-Jan-2022,02-Feb-2022,15,15
357,AF,Issued,2022AF9005,ALG,20-Jan-2022,02-Feb-2022,13,13
7613,AF,Ready,2022AF10974,ACC,19-Jan-2022,2022-Jul-06,168,168
729,AF,Issued,2022AF10977,KLL,20-Jan-2022,16-Feb-2022,27,27
359,AF,Issued,2022AF11616,LOM,20-Jan-2022,03-Feb-2022,14,14
360,AF,Administrative Processing,2022AF12037,YDE,18-Jan-2022,04-Feb-2022,17,17
3181,AF,Issued,2022AF12792,HRE,20-Jan-2022,2022-May-03,103,103
363,AF,Issued,2022AF13015,ALG,18-Jan-2022,03-Feb-2022,16,16
10796,AF,Administrative Processing,2022AF13108,YDE,18-Jan-2022,2022-Aug-09,203,203
1121,AF,Issued,2022AF13647,ANK,18-Jan-2022,01-Mar-2022,42,42
2157,AF,Issued,2022AF14695,ALG,18-Jan-2022,2022-Mar-27,68,68
2394,AF,Issued,2022AF15584,ACC,20-Jan-2022,2022-Apr-07,77,77
383,AF,Issued,2022AF16125,ALG,20-Jan-2022,03-Feb-2022,14,14
1706,AF,Ready,2022AF17101,TKY,20-Jan-2022,18-Mar-2022,57,57
1147,AS,Issued,2022AS309,TKY,21-Jan-2022,04-Mar-2022,42,42
1149,AS,Administrative Processing,2022AS340,DJI,19-Jan-2022,01-Mar-2022,41,41
10114,AS,Issued,2022AS367,ABD,19-Jan-2022,2022-Aug-03,196,196
1445,AS,Issued,2022AS470,ISL,21-Jan-2022,11-Mar-2022,49,49
1447,AS,Issued,2022AS694,TKY,21-Jan-2022,09-Mar-2022,47,47
12749,AS,Issued,2022AS1218,ANK,19-Jan-2022,2022-Aug-22,215,215
10135,AS,Issued,2022AS1312,KLL,20-Jan-2022,2022-Aug-04,196,196
145,AS,Refused,2022AS1396,DJI,18-Jan-2022,,,592
1474,AS,Administrative Processing,2022AS2548,ISL,19-Jan-2022,11-Mar-2022,51,51
16144,AS,Issued,2022AS2558,ANK,20-Jan-2022,2022-Sep-22,245,245
16177,AS,Issued,2022AS3886,ULN,19-Jan-2022,2022-Sep-23,247,247
260,AS,Administrative Processing,2022AS5011,DJI,18-Jan-2022,26-Jan-2022,8,8
2227,AS,Issued,2022AS5322,RID,19-Jan-2022,2022-Mar-31,71,71
10177,AS,Issued,2022AS5513,RID,20-Jan-2022,2022-Aug-04,196,196
417,EU,Issued,2022EU32,TIA,20-Jan-2022,03-Feb-2022,14,14
420,EU,Issued,2022EU191,TIA,20-Jan-2022,03-Feb-2022,14,14
265,EU,Issued,2022EU495,ATA,20-Jan-2022,28-Jan-2022,8,8
267,EU,Issued,2022EU807,ATA,20-Jan-2022,28-Jan-2022,8,8
990,EU,Issued,2022EU1596,ATA,20-Jan-2022,23-Feb-2022,34,34
785,EU,Administrative Processing,2022EU2145,TBL,21-Jan-2022,16-Feb-2022,26,26
166,EU,Issued,2022EU2186,KEV,2022-01-01,19-Jan-2022,17,17
789,EU,Administrative Processing,2022EU2347,TBL,21-Jan-2022,16-Feb-2022,26,26
440,EU,Ready,2022EU2521,BLG,18-Jan-2022,04-Feb-2022,17,17
1825,EU,Administrative Processing,2022EU3633,TBL,21-Jan-2022,15-Mar-2022,53,53
642,EU,Ready,2022EU3650,DBL,20-Jan-2022,11-Feb-2022,22,22
14500,EU,Issued,2022EU4268,FRN,21-Jan-2022,2022-Sep-08,230,230
280,EU,Issued,2022EU4316,KEV,21-Jan-2022,28-Jan-2022,7,7
323,EU,Ready,2022EU4710,ATA,18-Jan-2022,31-Jan-2022,13,13
1010,EU,Ready,2022EU5051,BLG,18-Jan-2022,25-Feb-2022,38,38
654,EU,Ready,2022EU5213,ANK,18-Jan-2022,11-Feb-2022,24,24
2060,EU,Ready,2022EU5548,NCS,20-Jan-2022,2022-Mar-24,63,63
324,EU,Ready,2022EU5660,ATA,20-Jan-2022,31-Jan-2022,11,11
326,EU,Ready,2022EU6406,ATA,20-Jan-2022,31-Jan-2022,11,11
1021,EU,Issued,2022EU7378,CHS,18-Jan-2022,25-Feb-2022,38,38
470,EU,Issued,2022EU8992,ATA,20-Jan-2022,02-Feb-2022,13,13
16467,EU,Issued,2022EU9888,BRS,20-Jan-2022,2022-Sep-21,244,244
484,EU,Administrative Processing,2022EU11009,BLG,21-Jan-2022,04-Feb-2022,14,14
681,EU,Issued,2022EU11680,ANK,19-Jan-2022,08-Feb-2022,20,20
486,EU,Administrative Processing,2022EU11944,BLG,18-Jan-2022,04-Feb-2022,17,17
295,OC,Ready,2022OC384,SUV,20-Jan-2022,27-Jan-2022,7,7
489,OC,Ready,2022OC508,SUV,20-Jan-2022,02-Feb-2022,13,13
2320,OC,Issued,2022OC556,SUV,21-Jan-2022,2022-Mar-31,69,69
196,OC,Refused,2022OC571,DBL,20-Jan-2022,,,590
14738,SA,Issued,2022SA20,GYQ,21-Jan-2022,2022-Sep-09,231,231
3796,SA,Administrative Processing,2022SA458,GYQ,21-Jan-2022,2022-May-06,105,105
833,AF,Administrative Processing,2022AF238,ALG,25-Jan-2022,17-Feb-2022,23,23
504,AF,Ready,2022AF256,YDE,25-Jan-2022,10-Feb-2022,16,16
3060,AF,Issued,2022AF347,JHN,27-Jan-2022,2022-Apr-19,82,82
6910,AF,Issued,2022AF393,YDE,25-Jan-2022,2022-Jun-23,149,149
1355,AF,Issued,2022AF418,YDE,25-Jan-2022,10-Mar-2022,44,44
902,AF,Issued,2022AF494,ALG,25-Jan-2022,21-Feb-2022,27,27
4796,AF,Refused,2022AF1021,JHN,28-Jan-2022,2022-May-27,119,119
2115,AF,Issued,2022AF1610,CRO,26-Jan-2022,2022-Mar-29,62,62
912,AF,Ready,2022AF1766,JHN,26-Jan-2022,23-Feb-2022,28,28
340,AF,Issued,2022AF2281,YDE,25-Jan-2022,04-Feb-2022,10,10
718,AF,Ready,2022AF3076,FTN,27-Jan-2022,16-Feb-2022,20,20
3084,AF,Issued,2022AF3235,JHN,27-Jan-2022,2022-Apr-26,89,89
1907,AF,Administrative Processing,2022AF3495,FTN,28-Jan-2022,2022-Mar-22,53,53
2129,AF,Issued,2022AF4173,NRB,25-Jan-2022,2022-Mar-30,64,64
721,AF,Administrative Processing,2022AF4380,DJI,27-Jan-2022,16-Feb-2022,20,20
533,AF,Ready,2022AF4694,YDE,27-Jan-2022,10-Feb-2022,14,14
351,AF,Ready,2022AF6334,JHN,26-Jan-2022,04-Feb-2022,9,9
541,AF,Ready,2022AF7459,COT,26-Jan-2022,11-Feb-2022,16,16
14800,AF,Issued,2022AF7747,YDE,2022-Aug-26,2022-Sep-16,21,21
543,AF,Ready,2022AF7967,YDE,27-Jan-2022,10-Feb-2022,14,14
1109,AF,Administrative Processing,2022AF8038,YDE,28-Jan-2022,04-Mar-2022,35,35
355,AF,Issued,2022AF8324,YDE,27-Jan-2022,01-Feb-2022,5,5
8123,AF,Refused,2022AF8592,KIN,28-Jan-2022,2022-Jul-13,166,166
358,AF,Refused,2022AF9757,YDE,25-Jan-2022,03-Feb-2022,9,9
726,AF,Ready,2022AF9772,COT,26-Jan-2022,16-Feb-2022,21,21
1401,AF,Ready,2022AF9859,COT,26-Jan-2022,11-Mar-2022,44,44
2149,AF,Administrative Processing,2022AF10049,JHN,27-Jan-2022,2022-Apr-01,64,64
311,AF,Administrative Processing,2022AF10324,YDE,27-Jan-2022,31-Jan-2022,4,4
1113,AF,Administrative Processing,2022AF10453,YDE,25-Jan-2022,04-Mar-2022,38,38
3174,AF,Administrative Processing,2022AF10488,JHN,26-Jan-2022,2022-May-06,100,100
2152,AF,Issued,2022AF11374,KIN,28-Jan-2022,2022-Mar-30,61,61
547,AF,Administrative Processing,2022AF11392,COT,26-Jan-2022,11-Feb-2022,16,16
946,AF,Ready,2022AF11660,JHN,26-Jan-2022,24-Feb-2022,29,29
549,AF,Ready,2022AF11736,YDE,27-Jan-2022,10-Feb-2022,14,14
550,AF,Refused,2022AF12119,YDE,27-Jan-2022,09-Feb-2022,13,13
361,AF,Issued,2022AF12215,YDE,27-Jan-2022,02-Feb-2022,6,6
9110,AF,Administrative Processing,2022AF12871,YDE,25-Jan-2022,2022-Jul-29,185,185
3876,AF,Administrative Processing,2022AF13167,JHN,26-Jan-2022,2022-May-13,107,107
367,AF,Ready,2022AF13745,ALG,25-Jan-2022,01-Feb-2022,7,7
377,AF,Issued,2022AF15398,ALG,25-Jan-2022,02-Feb-2022,8,8
381,AF,Issued,2022AF15836,ALG,25-Jan-2022,01-Feb-2022,7,7
382,AF,Ready,2022AF16004,ALG,25-Jan-2022,02-Feb-2022,8,8
385,AF,Issued,2022AF16268,ALG,25-Jan-2022,03-Feb-2022,9,9
391,AF,Issued,2022AF17306,ALG,25-Jan-2022,01-Feb-2022,7,7
395,AF,Issued,2022AF18145,KIN,28-Jan-2022,03-Feb-2022,6,6
10108,AS,Issued,2022AS36,YRV,26-Jan-2022,2022-Aug-04,190,190
17263,AS,Issued,2022AS78,DJI,27-Jan-2022,2022-Sep-30,246,246
249,AS,Refused,2022AS160,YRV,26-Jan-2022,,,584
17267,AS,Issued,2022AS245,RID,27-Jan-2022,2022-Sep-29,245,245
1725,AS,Administrative Processing,2022AS251,DJI,27-Jan-2022,18-Mar-2022,50,50
575,AS,Issued,2022AS1029,TKY,28-Jan-2022,10-Feb-2022,13,13
253,AS,Refused,2022AS1357,ISL,28-Jan-2022,,,582
577,AS,Issued,2022AS1392,ISL,28-Jan-2022,10-Feb-2022,13,13
760,AS,Issued,2022AS2595,LND,28-Jan-2022,16-Feb-2022,19,19
256,AS,Refused,2022AS3108,YRV,26-Jan-2022,,,584
257,AS,Administrative Processing,2022AS3762,AMM,2022-01-01,26-Jan-2022,24,24
409,AS,Ready,2022AS3883,JHN,26-Jan-2022,04-Feb-2022,9,9
1187,AS,Issued,2022AS4875,LND,28-Jan-2022,04-Mar-2022,35,35
975,AS,Issued,2022AS6491,ISL,26-Jan-2022,24-Feb-2022,29,29
262,EU,Refused,2022EU42,DBL,27-Jan-2022,,,583
419,EU,Issued,2022EU61,CHS,25-Jan-2022,02-Feb-2022,8,8
874,EU,Administrative Processing,2022EU491,BKK,26-Jan-2022,17-Feb-2022,22,22
424,EU,Issued,2022EU516,WRW,26-Jan-2022,01-Feb-2022,6,6
634,EU,Issued,2022EU1931,MDD,25-Jan-2022,09-Feb-2022,15,15
878,EU,Issued,2022EU3004,LND,28-Jan-2022,18-Feb-2022,21,21
3527,EU,Issued,2022EU3103,ATA,27-Jan-2022,2022-Apr-20,83,83
638,EU,Refused,2022EU3283,KEV,27-Jan-2022,11-Feb-2022,15,15
3536,EU,Issued,2022EU3345,WRW,25-Jan-2022,2022-May-02,97,97
320,EU,Issued,2022EU3823,WRW,28-Jan-2022,31-Jan-2022,3,3
1281,EU,Issued,2022EU4554,TKY,24-Jan-2022,03-Mar-2022,38,38
803,EU,Issued,2022EU4874,AKD,28-Jan-2022,15-Feb-2022,18,18
284,EU,Issued,2022EU5347,NPL,2022-01-01,25-Jan-2022,23,23
1012,EU,Issued,2022EU5420,LND,28-Jan-2022,25-Feb-2022,28,28
14507,EU,Transfer in Progress,2022EU5792,FRN,28-Jan-2022,2022-Sep-09,224,224
457,EU,Issued,2022EU6488,KEV,26-Jan-2022,04-Feb-2022,9,9
458,EU,Ready,2022EU6542,LND,28-Jan-2022,04-Feb-2022,7,7
7121,EU,Administrative Processing,2022EU8196,TBL,28-Jan-2022,2022-Jun-22,145,145
465,EU,Issued,2022EU8336,SOF,27-Jan-2022,04-Feb-2022,8,8
488,OC,Issued,2022OC166,LND,28-Jan-2022,04-Feb-2022,7,7
687,OC,Administrative Processing,2022OC413,SUV,28-Jan-2022,07-Feb-2022,10,10
688,OC,Issued,2022OC414,SUV,28-Jan-2022,07-Feb-2022,10,10
490,OC,Issued,2022OC608,SUV,26-Jan-2022,03-Feb-2022,8,8
825,OC,Administrative Processing,2022OC621,ACK,26-Jan-2022,15-Feb-2022,20,20
690,SA,Administrative Processing,2022SA31,GYQ,25-Jan-2022,11-Feb-2022,17,17
493,SA,Administrative Processing,2022SA163,LMA,28-Jan-2022,03-Feb-2022,6,6
3053,SA,Administrative Processing,2022SA250,GYQ,28-Jan-2022,2022-Apr-13,75,75
495,SA,Issued,2022SA284,LMA,27-Jan-2022,03-Feb-2022,7,7
2323,SA,Ready,2022SA522,GYQ,26-Jan-2022,2022-Apr-01,65,65
895,SA,Issued,2022SA615,LMA,27-Jan-2022,17-Feb-2022,21,21
5730,SA,Issued,2022SA625,GYQ,25-Jan-2022,2022-Jun-01,127,127
1639,SA,Issued,2022SA649,GEO,27-Jan-2022,11-Mar-2022,43,43
5731,SA,Administrative Processing,2022SA712,GEO,28-Jan-2022,2022-Jun-03,126,126
537,AF,Issued,2022AF6702,FTN,31-Jan-2022,09-Feb-2022,9,9
399,AS,Issued,2022AS168,YRV,31-Jan-2022,01-Feb-2022,1,1
12739,AS,Issued,2022AS175,RID,31-Jan-2022,2022-Aug-23,204,204
10124,AS,Issued,2022AS725,RID,30-Jan-2022,2022-Aug-04,186,186
6585,AS,Refused,2022AS1037,DJI,30-Jan-2022,2022-Jun-13,134,134
761,AS,Issued,2022AS2643,RID,31-Jan-2022,16-Feb-2022,16,16
317,AS,Refused,2022AS2680,DJI,31-Jan-2022,,,579
1237,EU,Administrative Processing,2022EU1377,SOF,31-Jan-2022,02-Mar-2022,30,30
644,EU,Issued,2022EU3983,MDD,31-Jan-2022,11-Feb-2022,11,11
1584,EU,Issued,2022EU4684,MDD,31-Jan-2022,10-Mar-2022,38,38
1016,EU,Administrative Processing,2022EU5861,MDD,31-Jan-2022,25-Feb-2022,25,25
1022,EU,Administrative Processing,2022EU7785,MDD,31-Jan-2022,25-Feb-2022,25,25
3635,EU,Issued,2022EU7854,FRN,31-Jan-2022,2022-Apr-29,88,88
1312,EU,Issued,2022EU8115,MTL,31-Jan-2022,03-Mar-2022,31,31
829,SA,Issued,2022SA302,LMA,31-Jan-2022,15-Feb-2022,15,15
831,SA,Issued,2022SA867,LMA,31-Jan-2022,15-Feb-2022,15,15
503,AF,Issued,2022AF147,LOM,03-Feb-2022,10-Feb-2022,7,7
507,AF,Issued,2022AF544,LOM,04-Feb-2022,10-Feb-2022,6,6
512,AF,Issued,2022AF1082,LOM,04-Feb-2022,10-Feb-2022,6,6
709,AF,Administrative Processing,2022AF1282,COT,02-Feb-2022,16-Feb-2022,14,14
4799,AF,Issued,2022AF1576,LUA,02-Feb-2022,2022-May-26,113,113
522,AF,Issued,2022AF1947,ABJ,04-Feb-2022,10-Feb-2022,6,6
1663,AF,Issued,2022AF2320,LOM,03-Feb-2022,16-Mar-2022,41,41
525,AF,Administrative Processing,2022AF2824,LOM,04-Feb-2022,11-Feb-2022,7,7
3826,AF,Issued,2022AF2961,ALG,01-Feb-2022,2022-May-12,100,100
1384,AF,Administrative Processing,2022AF3226,COT,02-Feb-2022,11-Mar-2022,37,37
1088,AF,Issued,2022AF3413,DKR,03-Feb-2022,03-Mar-2022,28,28
529,AF,Administrative Processing,2022AF3574,COT,02-Feb-2022,11-Feb-2022,9,9
1392,AF,Issued,2022AF6016,LOM,04-Feb-2022,10-Mar-2022,34,34
534,AF,Issued,2022AF6257,LOM,03-Feb-2022,09-Feb-2022,6,6
846,AF,Administrative Processing,2022AF8360,DKR,03-Feb-2022,18-Feb-2022,15,15
1695,AF,Administrative Processing,2022AF12421,DKR,04-Feb-2022,18-Mar-2022,42,42
554,AF,Issued,2022AF13596,LOM,04-Feb-2022,09-Feb-2022,5,5
555,AF,Issued,2022AF13630,FTN,03-Feb-2022,09-Feb-2022,6,6
559,AF,Administrative Processing,2022AF14305,LOM,04-Feb-2022,11-Feb-2022,7,7
9902,AF,Issued,2022AF14320,RID,01-Feb-2022,2022-Aug-04,184,184
560,AF,Issued,2022AF14967,DKR,01-Feb-2022,10-Feb-2022,9,9
741,AF,Issued,2022AF15140,LOM,04-Feb-2022,16-Feb-2022,12,12
561,AF,Issued,2022AF15480,LOM,03-Feb-2022,09-Feb-2022,6,6
2158,AF,Issued,2022AF15661,LOM,04-Feb-2022,2022-Apr-01,56,56
10809,AF,Issued,2022AF16248,KGL,02-Feb-2022,2022-Aug-09,188,188
1703,AF,Ready,2022AF16425,COT,02-Feb-2022,18-Mar-2022,44,44
1131,AF,Issued,2022AF16751,LOM,03-Feb-2022,02-Mar-2022,27,27
14093,AF,Issued,2022AF16778,DJI,02-Feb-2022,2022-Sep-08,218,218
562,AF,Issued,2022AF16805,LOM,04-Feb-2022,10-Feb-2022,6,6
956,AF,Administrative Processing,2022AF17468,FTN,03-Feb-2022,25-Feb-2022,22,22
12490,AF,Issued,2022AF19359,DKR,04-Feb-2022,2022-Aug-24,201,201
17268,AS,Issued,2022AS255,YRV,04-Feb-2022,2022-Sep-26,234,234
401,AS,Refused,2022AS383,LND,02-Feb-2022,,,577
7352,AS,Issued,2022AS740,ISL,03-Feb-2022,2022-Jun-29,146,146
4384,AS,Issued,2022AS832,YRV,04-Feb-2022,2022-May-17,102,102
11029,AS,Issued,2022AS1252,YRV,04-Feb-2022,2022-Aug-12,189,189
5918,AS,Issued,2022AS2084,ATH,03-Feb-2022,2022-Jun-10,127,127
582,AS,Issued,2022AS2258,KWT,03-Feb-2022,10-Feb-2022,7,7
6599,AS,Issued,2022AS2671,FRN,03-Feb-2022,2022-Jun-14,131,131
1484,AS,Ready,2022AS3096,JRS,02-Feb-2022,11-Mar-2022,37,37
1754,AS,Issued,2022AS3953,JRS,02-Feb-2022,18-Mar-2022,44,44
