ID,region,status,Case Number Full,Consulate,221g Date,End of 221g Date,solvedInDays,How Many Days in AP
5278,EU,Administrative Processing,2022EU16709,TBL,2022-May-03,2022-May-23,20,20
4764,EU,Administrative Processing,2022EU17210,BDP,2022-May-04,2022-May-20,16,16
4208,EU,Issued,2022EU17453,SOF,2022-Apr-28,2022-May-11,13,13
4209,EU,Issued,2022EU17470,BKK,2022-May-06,2022-May-12,6,6
5281,EU,Issued,2022EU17772,DBL,2022-Apr-21,2022-May-24,33,33
4213,EU,Issued,2022EU18378,SKO,2022-May-06,2022-May-13,7,7
3756,EU,Refused,2022EU19209,JRS,2022-Apr-18,,,502
6816,EU,Issued,2022EU19344,RGA,2022-May-03,2022-Jun-15,43,43
7160,EU,Issued,2022EU19448,BLG,2022-May-04,2022-Jun-23,50,50
3759,EU,Refused,2022EU19789,DBL,2022-Apr-26,,,494
13141,EU,Issued,2022EU20653,LMA,2022-May-05,2022-Aug-26,113,113
6826,EU,Administrative Processing,2022EU20736,SOF,2022-Apr-28,2022-Jun-17,50,50
7168,EU,Issued,2022EU21799,MTL,2022-May-03,2022-Jun-23,51,51
3766,EU,Refused,2022EU22620,VIL,2022-May-03,,,487
7177,EU,Refused,2022EU23670,BDP,2022-Apr-28,2022-Jun-21,54,54
8899,EU,Issued,2022EU24714,DBL,2022-May-05,2022-Jul-22,78,78
17897,EU,Issued,2022EU25225,STK,2022-May-05,2022-Sep-28,146,146
4219,EU,Issued,2022EU25837,SOF,2022-May-04,2022-May-12,8,8
4771,EU,Administrative Processing,2022EU26613,STK,2022-Apr-21,2022-May-18,27,27
4772,OC,Issued,2022OC78,LND,2022-May-06,2022-May-18,12,12
8942,OC,Issued,2022OC700,SUV,2022-May-04,2022-Jul-19,76,76
6873,OC,Issued,2022OC857,SUV,2022-May-03,2022-Jun-13,41,41
8011,OC,Issued,2022OC965,SOF,2022-May-05,2022-Jul-08,64,64
4222,OC,Issued,2022OC1189,SUV,2022-Apr-21,2022-May-10,19,19
4223,OC,Issued,2022OC1190,SUV,2022-May-06,2022-May-09,3,3
5714,OC,Issued,2022OC1230,SUV,2022-May-05,2022-Jun-03,29,29
5715,OC,Issued,2022OC1265,SUV,2022-May-06,2022-Jun-03,28,28
5716,OC,Issued,2022OC1269,SUV,2022-May-04,2022-Jun-03,30,30
5719,OC,Issued,2022OC1901,SUV,2022-May-05,2022-Jun-03,29,29
4237,SA,Issued,2022SA553,BGT,2022-May-04,2022-May-13,9,9
10666,SA,Administrative Processing,2022SA825,SNT,2022-Apr-22,2022-Aug-05,105,105
4788,SA,Administrative Processing,2022SA1139,SNT,2022-Apr-22,2022-May-19,27,27
6400,SA,Administrative Processing,2022SA1431,GYQ,2022-May-06,2022-Jun-07,32,32
9825,AF,Issued,2022AF140,ABJ,2022-May-10,2022-Aug-03,85,85
16655,AF,Issued,2022AF350,CRO,2022-May-11,2022-Sep-27,139,139
7225,AF,Issued,2022AF362,ABD,2022-May-11,2022-Jun-29,49,49
4791,AF,Administrative Processing,2022AF436,KHT,2022-May-08,2022-May-23,15,15
4792,AF,Administrative Processing,2022AF492,KHT,2022-May-08,2022-May-23,15,15
4794,AF,Administrative Processing,2022AF687,KHT,2022-May-08,2022-May-23,15,15
3810,AF,Refused,2022AF763,KIN,2022-May-10,,,480
4795,AF,Administrative Processing,2022AF811,KHT,2022-May-08,2022-May-23,15,15
7236,AF,Issued,2022AF1429,JHN,2022-May-12,2022-Jun-28,47,47
6915,AF,Administrative Processing,2022AF1521,KHT,2022-May-08,2022-Jun-23,46,46
3816,AF,Issued,2022AF1726,ALG,2022-01-01,2022-May-12,130,130
3829,AF,Refused,2022AF3877,ALG,2022-May-10,,,480
3830,AF,Refused,2022AF4040,ALG,2022-May-10,,,480
3831,AF,Refused,2022AF5045,KIN,2022-May-10,,,480
11507,AF,Refused,2022AF5423,JHN,2022-May-12,2022-Aug-19,99,99
8095,AF,Issued,2022AF5529,FRN,2022-May-12,2022-Jul-14,63,63
8096,AF,Issued,2022AF5580,KWT,2022-May-12,2022-Jul-14,63,63
5770,AF,Issued,2022AF6007,ALG,2022-May-10,2022-Jun-07,28,28
15691,AF,Administrative Processing,2022AF6066,FRN,2022-May-13,2022-Sep-23,133,133
6439,AF,Issued,2022AF6883,ALG,2022-May-10,2022-Jun-15,36,36
14018,AF,Refused,2022AF7346,ALG,2022-May-12,2022-Sep-07,118,118
5778,AF,Administrative Processing,2022AF7587,KIN,2022-May-10,2022-Jun-09,30,30
4839,AF,Administrative Processing,2022AF7751,KHT,2022-May-08,2022-May-23,15,15
3845,AF,Refused,2022AF7808,JHN,2022-May-12,,,478
4286,AF,Refused,2022AF7922,LGS,2022-May-13,2022-May-20,7,7
8118,AF,Ready,2022AF8056,DJI,2022-May-08,2022-Jul-20,73,73
5342,AF,Administrative Processing,2022AF8329,CRO,2022-May-12,2022-Jun-02,21,21
5344,AF,Issued,2022AF8507,YDE,2022-May-11,2022-Jun-03,23,23
8120,AF,Issued,2022AF8520,YDE,2022-May-11,2022-Jul-20,70,70
5782,AF,Issued,2022AF8658,YDE,2022-May-11,2022-Jun-09,29,29
7261,AF,Refused,2022AF8702,YDE,2022-May-11,2022-Jul-01,51,51
5785,AF,Refused,2022AF9172,MTL,2022-May-10,2022-Jun-09,30,30
9878,AF,Refused,2022AF9400,DJI,2022-May-09,2022-Aug-04,87,87
5349,AF,Ready,2022AF9513,KIN,2022-May-11,2022-Jun-03,23,23
5791,AF,Administrative Processing,2022AF9624,KIN,2022-May-10,2022-Jun-09,30,30
15717,AF,Administrative Processing,2022AF9824,DJI,2022-May-10,2022-Sep-22,135,135
8131,AF,Issued,2022AF10297,DJI,2022-May-10,2022-Jul-14,65,65
6454,AF,Ready,2022AF10523,CRO,2022-May-12,2022-Jun-14,33,33
3864,AF,Refused,2022AF11296,DJI,2022-May-10,,,480
8142,AF,Issued,2022AF11610,KGL,2022-May-11,2022-Jul-15,65,65
8143,AF,Administrative Processing,2022AF11779,DJI,2022-May-10,2022-Jul-20,71,71
8144,AF,Issued,2022AF11861,ADD,2022-May-10,2022-Jul-18,69,69
16819,AF,Issued,2022AF11919,KHT,2022-May-08,2022-Sep-30,145,145
9107,AF,Issued,2022AF12227,DJI,2022-May-12,2022-Jul-28,77,77
4306,AF,Ready,2022AF12349,KWT,2022-May-11,2022-May-19,8,8
9108,AF,Issued,2022AF12713,KGL,2022-May-13,2022-Jul-29,77,77
16828,AF,Issued,2022AF12724,KWT,2022-May-12,2022-Sep-30,141,141
16831,AF,Issued,2022AF12795,KGL,2022-May-13,2022-Sep-29,139,139
9114,AF,Issued,2022AF13776,DJI,2022-May-12,2022-Jul-29,78,78
7632,AF,Ready,2022AF14325,DJI,2022-Jun-26,2022-Jul-07,11,11
16859,AF,Ready,2022AF15037,LGS,2022-May-13,2022-Sep-30,140,140
16870,AF,Issued,2022AF15497,KWT,2022-May-11,2022-Sep-30,142,142
4312,AF,Administrative Processing,2022AF15676,NRB,2022-May-13,2022-May-20,7,7
9909,AF,Issued,2022AF16329,YDE,2022-May-10,2022-Aug-02,84,84
7313,AF,Issued,2022AF18833,NRB,2022-May-13,2022-Jun-28,46,46
4874,AF,Issued,2022AF18891,TNS,2022-May-13,2022-May-27,14,14
5372,AF,Issued,2022AF19058,JHN,2022-May-11,2022-Jun-02,22,22
4876,AF,Issued,2022AF19531,NRB,2022-May-13,2022-May-25,12,12
8230,AF,Ready,2022AF20747,JHN,2022-May-11,2022-Jul-22,72,72
4318,AF,Administrative Processing,2022AF21615,TNS,2022-May-13,2022-May-18,5,5
9943,AF,Issued,2022AF22479,YDE,2022-May-10,2022-Aug-04,86,86
14168,AF,Ready,2022AF22881,VNN,2022-May-10,2022-Sep-09,122,122
9946,AF,Issued,2022AF23052,YDE,2022-May-10,2022-Aug-03,85,85
6987,AF,Administrative Processing,2022AF30299,DOH,2022-May-12,2022-Jun-21,40,40
9185,AF,Administrative Processing,2022AF30562,YDE,2022-May-10,2022-Jul-29,80,80
9997,AF,Administrative Processing,2022AF31131,ABJ,2022-May-10,2022-Aug-04,86,86
4333,AF,Issued,2022AF33028,CSB,2022-May-13,2022-May-19,6,6
4893,AF,Issued,2022AF33878,DOH,2022-May-12,2022-May-24,12,12
4895,AF,Issued,2022AF34381,GUZ,2022-May-12,2022-May-27,15,15
5852,AF,Issued,2022AF36802,YDE,2022-May-11,2022-Jun-09,29,29
10927,AF,Administrative Processing,2022AF37003,MST,2022-May-12,2022-Aug-11,91,91
6991,AF,Issued,2022AF37353,YDE,2022-May-11,2022-Jun-24,44,44
17107,AF,Issued,2022AF37589,CSB,2022-May-13,2022-Sep-28,138,138
5399,AF,Administrative Processing,2022AF37824,YDE,2022-May-11,2022-Jun-03,23,23
5400,AF,Administrative Processing,2022AF37863,CSB,2022-May-12,2022-Jun-03,22,22
17122,AF,Issued,2022AF39187,YDE,2022-May-12,2022-Sep-30,141,141
6534,AF,Ready,2022AF39764,MTL,2022-May-13,2022-Jun-17,35,35
6992,AF,Issued,2022AF40538,CSB,2022-May-13,2022-Jun-23,41,41
15093,AF,Issued,2022AF41345,TNS,2022-May-13,2022-Sep-15,125,125
10043,AF,Administrative Processing,2022AF42295,ABJ,2022-May-09,2022-Aug-04,87,87
4912,AF,Issued,2022AF42567,TNS,2022-May-13,2022-May-27,14,14
4914,AF,Administrative Processing,2022AF42969,DOH,2022-May-12,2022-May-22,10,10
15996,AF,Issued,2022AF43304,YDE,2022-May-12,2022-Sep-22,133,133
4917,AF,Issued,2022AF44091,JHN,2022-May-11,2022-May-26,15,15
4920,AF,Issued,2022AF44586,ABD,2022-May-11,2022-May-25,14,14
4362,AF,Issued,2022AF44839,YDE,2022-May-11,2022-May-17,6,6
10970,AF,Administrative Processing,2022AF45901,JHN,2022-May-13,2022-Aug-12,91,91
17170,AF,Issued,2022AF46600,TNS,2022-May-13,2022-Sep-30,140,140
15134,AF,Administrative Processing,2022AF48999,YDE,2022-May-11,2022-Sep-16,128,128
4371,AF,Issued,2022AF49026,YDE,2022-May-11,2022-May-19,8,8
7712,AF,Issued,2022AF49211,CSB,2022-May-10,2022-Jul-07,58,58
8320,AF,Refused,2022AF50395,YDE,2022-May-11,2022-Jul-21,71,71
4931,AF,Issued,2022AF52040,YDE,2022-May-11,2022-May-25,14,14
8323,AF,Refused,2022AF52049,YDE,2022-May-11,2022-Jul-18,68,68
6998,AF,Administrative Processing,2022AF53121,OUG,2022-May-09,2022-Jun-24,46,46
4932,AF,Issued,2022AF53354,HRE,2022-May-12,2022-May-27,15,15
4934,AF,Issued,2022AF54405,YDE,2022-May-11,2022-May-27,16,16
4937,AF,Issued,2022AF60425,KGL,2022-May-11,2022-May-27,16,16
4938,AF,Issued,2022AF60730,JHN,2022-May-11,2022-May-26,15,15
5428,AF,Administrative Processing,2022AF63335,PRS,2022-May-11,2022-Jun-03,23,23
4382,AS,Issued,2022AS150,ABD,2022-May-12,2022-May-19,7,7
13593,AS,Issued,2022AS352,ABD,2022-May-11,2022-Aug-31,112,112
4394,AS,Issued,2022AS1933,ABD,2022-May-11,2022-May-20,9,9
17293,AS,Issued,2022AS2015,RID,2022-May-12,2022-Sep-28,139,139
11884,AS,Issued,2022AS2904,ABD,2022-May-11,2022-Aug-19,100,100
4405,AS,Issued,2022AS3812,ABD,2022-May-11,2022-May-20,9,9
17346,AS,Issued,2022AS3999,ISL,2022-May-12,2022-Sep-30,141,141
17360,AS,Issued,2022AS4514,ABD,2022-May-12,2022-Sep-30,141,141
7750,AS,Administrative Processing,2022AS4743,BMB,2022-May-13,2022-Jul-08,56,56
11910,AS,Issued,2022AS5648,YRV,2022-May-13,2022-Aug-16,95,95
6028,AS,Issued,2022AS5700,BMB,2022-May-13,2022-Jun-06,24,24
14414,AS,Issued,2022AS5801,ABD,2022-May-11,2022-Sep-09,121,121
13657,AS,Issued,2022AS5819,ABD,2022-Aug-25,2022-Sep-01,7,7
17403,AS,Issued,2022AS6415,ISL,2022-May-13,2022-Sep-30,140,140
3973,AS,Refused,2022AS6674,MTL,2022-May-12,,,478
17413,AS,Issued,2022AS6807,ISL,2022-May-12,2022-Sep-30,141,141
16223,AS,Refused,2022AS6842,ISL,2022-May-12,2022-Sep-19,130,130
11070,AS,Administrative Processing,2022AS6999,PRS,2022-May-11,2022-Aug-11,92,92
5499,AS,Issued,2022AS7242,ISL,2022-May-12,2022-Jun-03,22,22
16228,AS,Issued,2022AS7356,MTL,2022-May-13,2022-Sep-21,131,131
11073,AS,Issued,2022AS7612,MTL,2022-Jul-19,2022-Aug-12,24,24
14422,AS,Issued,2022AS7630,MTL,2022-May-10,2022-Sep-09,122,122
15256,AS,Issued,2022AS7753,MTL,2022-May-12,2022-Sep-15,126,126
8421,AS,Issued,2022AS7893,TAL,2022-May-11,2022-Jul-12,62,62
17438,AS,Issued,2022AS8058,MTL,2022-May-11,2022-Sep-29,141,141
11938,AS,Issued,2022AS8157,MTL,2022-May-10,2022-Aug-19,101,101
11076,AS,Issued,2022AS8226,PRS,2022-May-13,2022-Aug-10,89,89
5041,AS,Issued,2022AS10442,TKY,2022-May-09,2022-May-23,14,14
6642,AS,Issued,2022AS10581,PHP,2022-May-12,2022-Jun-15,34,34
6077,AS,Issued,2022AS10721,TAI,2022-May-13,2022-Jun-10,28,28
15294,AS,Issued,2022AS10837,MTL,2022-May-12,2022-Sep-15,126,126
6079,AS,Issued,2022AS10936,JRS,2022-May-11,2022-Jun-10,30,30
3997,AS,Refused,2022AS11051,MTL,2022-May-13,,,477
17504,AS,Issued,2022AS11945,JRS,2022-May-11,2022-Sep-30,142,142
7782,AS,Issued,2022AS13192,STK,2022-May-12,2022-Jul-07,56,56
14452,AS,Issued,2022AS13615,BRT,2022-May-12,2022-Sep-08,119,119
17532,AS,Issued,2022AS14407,BRT,2022-May-12,2022-Sep-28,139,139
4454,AS,Issued,2022AS15499,KWT,2022-May-12,2022-May-17,5,5
5547,AS,Issued,2022AS17227,PHP,2022-May-12,2022-Jun-01,20,20
4458,AS,Issued,2022AS17394,JAK,2022-May-12,2022-May-18,6,6
6106,AS,Issued,2022AS19077,TKY,2022-May-11,2022-Jun-09,29,29
17579,AS,Issued,2022AS19165,MTL,2022-May-13,2022-Sep-29,139,139
17597,AS,Issued,2022AS21176,BMB,2022-May-13,2022-Oct-01,141,141
4462,AS,Ready,2022AS21693,BRT,2022-May-12,2022-May-19,7,7
4464,AS,Issued,2022AS21843,BRT,2022-May-13,2022-May-19,6,6
5059,AS,Issued,2022AS26572,STK,2022-May-13,2022-May-25,12,12
7810,AS,Issued,2022AS26704,MTL,2022-May-13,2022-Jul-08,56,56
16396,EU,Administrative Processing,2022EU80,TBL,2022-May-12,2022-Sep-20,131,131
4017,EU,Refused,2022EU146,WRW,2022-May-13,,,477
6118,EU,Ready,2022EU263,FRN,2022-May-12,2022-Jun-10,29,29
4478,EU,Ready,2022EU537,FRN,2022-May-13,2022-May-19,6,6
5065,EU,Issued,2022EU927,TIA,2022-May-11,2022-May-24,13,13
5066,EU,Issued,2022EU1104,TIA,2022-May-13,2022-May-24,11,11
5559,EU,Issued,2022EU1230,TIA,2022-May-12,2022-Jun-02,21,21
4493,EU,Issued,2022EU1265,WRW,2022-May-13,2022-May-16,3,3
5561,EU,Issued,2022EU1461,TIA,2022-May-11,2022-Jun-02,22,22
17986,EU,Ready,2022EU1560,WRW,2022-May-13,2022-Jul-29,77,77
17987,EU,Ready,2022EU1693,WRW,2022-May-12,2022-Sep-26,137,137
4032,EU,Refused,2022EU1742,FRN,2022-May-09,,,481
5072,EU,Issued,2022EU1792,TIA,2022-May-12,2022-May-27,15,15
5569,EU,Issued,2022EU1851,FRN,2022-May-13,2022-Jun-02,20,20
12034,EU,Administrative Processing,2022EU1908,FRN,2022-May-13,2022-Aug-19,98,98
5570,EU,Issued,2022EU1977,FRN,2022-May-12,2022-Jun-02,21,21
4496,EU,Issued,2022EU1986,TIA,2022-May-13,2022-May-20,7,7
5077,EU,Issued,2022EU2116,FRN,2022-May-13,2022-May-27,14,14
5079,EU,Issued,2022EU2138,TIA,2022-May-11,2022-May-24,13,13
4499,EU,Issued,2022EU2195,TIA,2022-May-13,2022-May-20,7,7
5573,EU,Issued,2022EU2206,TIA,2022-May-11,2022-Jun-02,22,22
5082,EU,Issued,2022EU2213,ATA,2022-May-13,2022-May-25,12,12
4500,EU,Issued,2022EU2241,TIA,2022-May-12,2022-May-18,6,6
7414,EU,Issued,2022EU2389,TIA,2022-May-13,2022-Jul-01,49,49
6698,EU,Issued,2022EU2391,TIA,2022-May-12,2022-Jun-17,36,36
13806,EU,Issued,2022EU2522,MTL,2022-May-10,2022-Sep-02,115,115
15388,EU,Refused,2022EU2553,THT,2022-May-12,2022-Sep-15,126,126
6125,EU,Administrative Processing,2022EU2575,TIA,2022-May-13,2022-Jun-09,27,27
4503,EU,Issued,2022EU2636,WRW,2022-May-13,2022-May-16,3,3
4506,EU,Issued,2022EU2754,TIA,2022-May-12,2022-May-20,8,8
4508,EU,Issued,2022EU2833,WRW,2022-May-12,2022-May-20,8,8
4054,EU,Refused,2022EU2854,ATA,2022-May-13,,,477
17688,EU,Issued,2022EU2863,WRW,2022-May-13,2022-Sep-27,137,137
4509,EU,Issued,2022EU2912,WRW,2022-May-10,2022-May-17,7,7
10328,EU,Refused,2022EU2924,ATA,2022-May-13,2022-Aug-05,84,84
4510,EU,Issued,2022EU3102,WRW,2022-May-13,2022-May-17,4,4
17994,EU,None,2022EU3118,None,2022-May-10,None,,
4512,EU,Issued,2022EU3120,WRW,2022-May-10,2022-May-17,7,7
4064,EU,Refused,2022EU3393,WRW,2022-May-13,,,477
4520,EU,Administrative Processing,2022EU3453,THT,2022-May-12,2022-May-20,8,8
4521,EU,Issued,2022EU3519,WRW,2022-May-13,2022-May-16,3,3
4522,EU,Issued,2022EU3520,WRW,2022-May-13,2022-May-16,3,3
18000,EU,Ready,2022EU3523,WRW,2022-May-10,2022-Jul-22,73,73
4523,EU,Issued,2022EU3542,WRW,2022-May-11,2022-May-18,7,7
6130,EU,Administrative Processing,2022EU3555,TIA,2022-May-11,2022-Jun-08,28,28
4524,EU,Issued,2022EU3557,WRW,2022-May-12,2022-May-18,6,6
4073,EU,Refused,2022EU3664,WRW,2022-May-12,,,478
4074,EU,Refused,2022EU3893,WRW,2022-May-13,,,477
4535,EU,Issued,2022EU3937,TIA,2022-May-11,2022-May-20,9,9
18003,EU,None,2022EU3949,None,2022-May-13,None,,
18006,EU,Ready,2022EU4083,WRW,2022-May-12,2022-May-13,1,1
4541,EU,Issued,2022EU4089,WRW,2022-May-13,2022-May-16,3,3
4080,EU,Refused,2022EU4178,WRW,2022-May-10,,,480
8601,EU,Issued,2022EU4179,WRW,2022-May-12,2022-Jul-22,71,71
4544,EU,Issued,2022EU4192,BKK,2022-May-12,2022-May-18,6,6
18007,EU,None,2022EU4245,None,2022-May-12,None,,
18009,EU,None,2022EU4452,None,2022-May-12,None,,
4090,EU,Refused,2022EU4460,WRW,2022-May-12,,,478
4548,EU,Issued,2022EU4500,WRW,2022-May-13,2022-May-16,3,3
9447,EU,Administrative Processing,2022EU4511,TBL,2022-May-10,2022-Jul-29,80,80
9448,EU,Refused,2022EU4593,TBL,2022-May-10,2022-Jul-26,77,77
5610,EU,Administrative Processing,2022EU4687,THT,2022-May-12,2022-Jun-03,22,22
4095,EU,Refused,2022EU4691,WRW,2022-May-13,,,477
5121,EU,Issued,2022EU4780,WRW,2022-May-13,2022-May-24,11,11
4571,EU,Issued,2022EU4935,FRN,2022-May-13,2022-May-20,7,7
15400,EU,Refused,2022EU5098,THT,2022-May-11,2022-Sep-15,127,127
17708,EU,Issued,2022EU5123,THT,2022-May-13,2022-Sep-29,139,139
6163,EU,Issued,2022EU5493,BKK,2022-May-10,2022-Jun-06,27,27
5131,EU,Refused,2022EU5505,THT,2022-May-12,2022-May-26,14,14
7839,EU,Ready,2022EU5556,SEO,2022-May-10,2022-Jul-08,59,59
5628,EU,Issued,2022EU5735,TIA,2022-May-12,2022-Jun-02,21,21
4643,EU,Issued,2022EU5966,YRV,2022-May-13,2022-May-16,3,3
9460,EU,Refused,2022EU5983,THT,2022-May-13,2022-Jul-29,77,77
5136,EU,Issued,2022EU6190,THT,2022-May-11,2022-May-27,16,16
4662,EU,Administrative Processing,2022EU6228,THT,2022-May-12,2022-May-20,8,8
6190,EU,Issued,2022EU6413,TBL,2022-May-10,2022-Jun-06,27,27
6192,EU,Administrative Processing,2022EU6450,TIA,2022-May-12,2022-Jun-09,28,28
4681,EU,Issued,2022EU6498,TIA,2022-May-11,2022-May-20,9,9
8623,EU,Issued,2022EU6502,TIA,2022-May-12,2022-Jul-18,67,67
5644,EU,Issued,2022EU6518,THT,2022-May-12,2022-Jun-02,21,21
5150,EU,Issued,2022EU6583,THT,2022-May-12,2022-May-26,14,14
4685,EU,Issued,2022EU6661,TIA,2022-May-12,2022-May-20,8,8
8630,EU,Administrative Processing,2022EU6672,TBL,2022-May-11,2022-Jul-21,71,71
4126,EU,Refused,2022EU6714,TBL,2022-May-10,,,480
4687,EU,Administrative Processing,2022EU6741,TBL,2022-May-10,2022-May-19,9,9
4689,EU,Issued,2022EU6784,TIA,2022-May-12,2022-May-20,8,8
17718,EU,Issued,2022EU6900,WRW,2022-May-13,2022-Sep-30,140,140
5175,EU,Issued,2022EU7040,AKD,2022-May-13,2022-May-24,11,11
5653,EU,Issued,2022EU7077,TIA,2022-May-12,2022-Jun-02,21,21
5181,EU,Issued,2022EU7215,TIA,2022-May-13,2022-May-24,11,11
6205,EU,Administrative Processing,2022EU7316,TIA,2022-May-11,2022-Jun-09,29,29
5655,EU,Issued,2022EU7333,TIA,2022-May-11,2022-Jun-02,22,22
6206,EU,Administrative Processing,2022EU7355,TIA,2022-May-12,2022-Jun-09,28,28
4699,EU,Issued,2022EU7750,WRW,2022-May-13,2022-May-19,6,6
5661,EU,Issued,2022EU8624,TIA,2022-May-11,2022-Jun-02,22,22
9566,EU,Issued,2022EU8695,WRW,2022-May-12,2022-Jul-25,74,74
5662,EU,Issued,2022EU8972,TIA,2022-May-12,2022-Jun-02,21,21
4708,EU,Issued,2022EU9524,TIA,2022-May-11,2022-May-20,9,9
4718,EU,Issued,2022EU10789,NPL,2022-May-11,2022-May-18,7,7
8719,EU,Issued,2022EU11252,JRS,2022-May-11,2022-Jul-22,72,72
5666,EU,Issued,2022EU11692,TIA,2022-May-12,2022-Jun-02,21,21
4724,EU,Issued,2022EU11987,PRS,2022-May-13,2022-May-19,6,6
7886,EU,Issued,2022EU12209,CHS,2022-May-13,2022-Jul-07,55,55
5671,EU,Issued,2022EU12444,CHS,2022-May-13,2022-May-31,18,18
4733,EU,Issued,2022EU12728,NCS,2022-May-13,2022-May-19,6,6
5239,EU,Issued,2022EU12907,CHS,2022-May-13,2022-May-23,10,10
4739,EU,Issued,2022EU13428,FRN,2022-May-13,2022-May-19,6,6
4184,EU,Refused,2022EU13960,WRW,2022-May-09,,,481
4185,EU,Refused,2022EU14091,CHS,2022-May-13,,,477
4753,EU,Ready,2022EU15278,PRS,2022-May-11,2022-May-20,9,9
5689,EU,Issued,2022EU15457,CHS,2022-May-13,2022-Jun-02,20,20
4755,EU,Issued,2022EU15464,PRS,2022-May-11,2022-May-19,8,8
6792,EU,Administrative Processing,2022EU15556,PRS,2022-May-11,2022-Jun-17,37,37
4756,EU,Issued,2022EU15689,PRS,2022-May-11,2022-May-19,8,8
7484,EU,Issued,2022EU16696,RGA,2022-May-12,2022-Jul-01,50,50
4761,EU,Issued,2022EU16759,PRS,2022-May-11,2022-May-19,8,8
6801,EU,Issued,2022EU16972,RGA,2022-May-11,2022-Jun-15,35,35
7488,EU,Issued,2022EU17700,RGA,2022-May-12,2022-Jun-29,48,48
4212,EU,Refused,2022EU18291,RGA,2022-May-11,,,479
11361,EU,Issued,2022EU20482,MTL,2022-May-10,2022-Aug-12,94,94
4770,EU,Issued,2022EU21674,PRS,2022-May-13,2022-May-19,6,6
6347,EU,Issued,2022EU21748,RGA,2022-May-10,2022-Jun-09,30,30
9759,OC,Issued,2022OC149,MTL,2022-Jun-24,2022-Jul-28,34,34
7203,OC,Issued,2022OC1367,SUV,2022-May-12,2022-Jun-24,43,43
6379,OC,Issued,2022OC1477,SUV,2022-May-13,2022-Jun-06,24,24
5718,OC,Issued,2022OC1509,SUV,2022-May-12,2022-Jun-03,22,22
6876,OC,Issued,2022OC1538,SUV,2022-May-12,2022-Jun-13,32,32
5720,OC,Issued,2022OC1958,SUV,2022-May-13,2022-Jun-03,21,21
5721,OC,Issued,2022OC1992,SUV,2022-May-12,2022-Jun-03,22,22
5722,OC,Issued,2022OC2034,SUV,2022-May-13,2022-Jun-03,21,21
5723,OC,Issued,2022OC2046,SUV,2022-May-11,2022-Jun-03,23,23
5724,OC,Issued,2022OC2050,SUV,2022-May-12,2022-Jun-03,22,22
6880,OC,Issued,2022OC2053,SUV,2022-May-11,2022-Jun-13,33,33
7204,OC,Refused,2022OC2071,SUV,2022-May-12,2022-Jun-24,43,43
4780,OC,Refused,2022OC2075,SUV,2022-May-12,2022-May-18,6,6
8977,SA,Issued,2022SA147,BGT,2022-May-09,2022-Jul-12,64,64
9806,SA,Refused,2022SA1555,GYQ,2022-May-12,2022-Jul-28,77,77
5743,AF,Issued,2022AF165,ADD,2022-May-19,2022-Jun-09,21,21
4240,AF,Refused,2022AF242,ACC,2022-May-18,,,472
6909,AF,Issued,2022AF303,CRO,2022-May-16,2022-Jun-21,36,36
8039,AF,Issued,2022AF768,CRO,2022-May-16,2022-Jul-21,66,66
4797,AF,Administrative Processing,2022AF1045,ADD,2022-May-18,2022-May-27,9,9
16662,AF,Issued,2022AF1286,ALG,2022-May-19,2022-Sep-28,132,132
8054,AF,Administrative Processing,2022AF1388,KIN,2022-May-20,2022-Jul-21,62,62
8055,AF,Administrative Processing,2022AF1444,ACC,2022-May-17,2022-Jul-15,59,59
7569,AF,Refused,2022AF1531,KIN,2022-May-20,2022-Jul-06,47,47
5312,AF,Administrative Processing,2022AF1604,ACC,2022-May-16,2022-Jun-01,16,16
4251,AF,Refused,2022AF1811,DKR,2022-May-20,,,470
7571,AF,Issued,2022AF1996,ACC,2022-May-17,2022-Jul-07,51,51
5758,AF,Administrative Processing,2022AF2237,ACC,2022-May-19,2022-Jun-10,22,22
4803,AF,Issued,2022AF2480,ACC,2022-May-16,2022-May-24,8,8
14767,AF,Issued,2022AF2819,BMB,2022-Aug-18,2022-Sep-16,29,29
5316,AF,Administrative Processing,2022AF2975,DKR,2022-May-20,2022-Jun-03,14,14
8076,AF,Issued,2022AF3176,DKR,2022-May-18,2022-Jul-19,62,62
5321,AF,Issued,2022AF3716,DKR,2022-May-18,2022-Jun-03,16,16
5322,AF,Administrative Processing,2022AF4071,DKR,2022-May-19,2022-Jun-03,15,15
16708,AF,Issued,2022AF4310,CRO,2022-May-18,2022-Sep-28,133,133
4263,AF,Refused,2022AF4433,DKR,2022-May-19,,,471
4265,AF,Refused,2022AF5024,KIN,2022-May-20,,,470
4820,AF,Ready,2022AF5196,ACC,2022-May-16,2022-May-27,11,11
16729,AF,Issued,2022AF5794,ALG,2022-May-19,2022-Sep-28,132,132
7589,AF,Administrative Processing,2022AF5870,ALG,2022-May-17,2022-Jul-07,51,51
9078,AF,Issued,2022AF5915,GUZ,2022-May-17,2022-Jul-29,73,73
6438,AF,Administrative Processing,2022AF6083,ALG,2022-May-19,2022-Jun-15,27,27
8099,AF,Issued,2022AF6086,ALG,2022-May-19,2022-Jul-12,54,54
16735,AF,Issued,2022AF6229,DJI,2022-May-19,2022-Sep-30,134,134
8100,AF,Administrative Processing,2022AF6294,DKR,2022-May-17,2022-Jul-22,66,66
